Gene	GOID	ONTOLOGY	TERM
ANI_1_1006064	GO:0003824	MF	catalytic activity
ANI_1_1006064	GO:0055114	BP	oxidation-reduction process
ANI_1_1006084	GO:0005634	CC	nucleus
ANI_1_1006084	GO:0006351	BP	transcription
ANI_1_1006084	GO:0003677	MF	 DNA-templated
ANI_1_1006084	GO:0008270	MF	DNA binding
ANI_1_1006104	GO:0022857	MF	transmembrane transporter activity
ANI_1_1006164	GO:0022857	MF	transmembrane transporter activity
ANI_1_1006164	GO:0055085	BP	transmembrane transport
ANI_1_1006164	GO:0022857	MF	transmembrane transporter activity
ANI_1_1006164	GO:0055085	BP	transmembrane transport
ANI_1_1006164	GO:0016021	CC	integral component of membrane
ANI_1_1006164	GO:0022857	MF	transmembrane transporter activity
ANI_1_1006184	GO:0005515	MF	protein binding
ANI_1_1008024	GO:0003824	MF	catalytic activity
ANI_1_1008034	GO:0008236	MF	serine-type peptidase activity
ANI_1_1008034	GO:0006508	BP	proteolysis
ANI_1_1008034	GO:0004252	MF	serine-type endopeptidase activity
ANI_1_1008034	GO:0006508	BP	proteolysis
ANI_1_1008064	GO:0016491	MF	oxidoreductase activity
ANI_1_1008074	GO:0016192	BP	vesicle-mediated transport
ANI_1_1008074	GO:0030122	CC	AP-2 adaptor complex
ANI_1_1008074	GO:0072583	BP	clathrin-dependent endocytosis
ANI_1_1008074	GO:0035615	MF	clathrin adaptor activity
ANI_1_1008074	GO:0015031	BP	protein transport
ANI_1_1008084	GO:0022857	MF	transmembrane transporter activity
ANI_1_1008084	GO:0022857	MF	transmembrane transporter activity
ANI_1_1008084	GO:0055085	BP	transmembrane transport
ANI_1_1008124	GO:0004553	MF	hydrolase activity
ANI_1_1008124	GO:0005975	BP	 hydrolyzing O-glycosyl compounds
ANI_1_1008124	GO:0004553	MF	carbohydrate metabolic process
ANI_1_1008184	GO:0005515	MF	protein binding
ANI_1_1010034	GO:0050660	MF	flavin adenine dinucleotide binding
ANI_1_1010034	GO:0055114	BP	oxidation-reduction process
ANI_1_1010034	GO:0016491	MF	oxidoreductase activity
ANI_1_1010034	GO:0071949	MF	FAD binding
ANI_1_1010034	GO:0050660	MF	flavin adenine dinucleotide binding
ANI_1_1010084	GO:0046556	MF	alpha-L-arabinofuranosidase activity
ANI_1_1010084	GO:0046373	BP	L-arabinose metabolic process
ANI_1_1012064	GO:0005515	MF	protein binding
ANI_1_1012064	GO:0043087	BP	regulation of GTPase activity
ANI_1_1012064	GO:0007165	BP	signal transduction
ANI_1_1012074	GO:0004164	MF	diphthine synthase activity
ANI_1_1012074	GO:0017183	BP	peptidyl-diphthamide biosynthetic process from peptidyl-histidine
ANI_1_1012074	GO:0008168	MF	methyltransferase activity
ANI_1_1012094	GO:0055085	BP	transmembrane transport
ANI_1_1012104	GO:0030041	BP	actin filament polymerization
ANI_1_1012104	GO:0030833	BP	regulation of actin filament polymerization
ANI_1_1012104	GO:0015629	CC	actin cytoskeleton
ANI_1_1012104	GO:0034314	BP	Arp2/3 complex-mediated actin nucleation
ANI_1_1012104	GO:0005885	CC	Arp2/3 protein complex
ANI_1_1012104	GO:0030041	BP	actin filament polymerization
ANI_1_1012104	GO:0015629	CC	actin cytoskeleton
ANI_1_1012104	GO:0034314	BP	Arp2/3 complex-mediated actin nucleation
ANI_1_1012104	GO:0005885	CC	Arp2/3 protein complex
ANI_1_10134	GO:0048193	BP	Golgi vesicle transport
ANI_1_10134	GO:0043087	BP	regulation of GTPase activity
ANI_1_1014084	GO:0016021	CC	integral component of membrane
ANI_1_1014084	GO:0000166	MF	nucleotide binding
ANI_1_1014124	GO:0008270	MF	zinc ion binding
ANI_1_1014124	GO:0016787	MF	hydrolase activity
ANI_1_1014124	GO:0003824	MF	catalytic activity
ANI_1_1014184	GO:0008199	MF	ferric iron binding
ANI_1_1014184	GO:0016226	BP	iron-sulfur cluster assembly
ANI_1_1014184	GO:0005739	CC	mitochondrion
ANI_1_1014184	GO:0055114	BP	oxidation-reduction process
ANI_1_1014184	GO:0004322	MF	ferroxidase activity
ANI_1_1016024	GO:0016787	MF	hydrolase activity
ANI_1_1016084	GO:0004177	MF	aminopeptidase activity
ANI_1_1016124	GO:0048478	BP	replication fork protection
ANI_1_1016124	GO:0005634	CC	nucleus
ANI_1_1016124	GO:0006974	BP	cellular response to DNA damage stimulus
ANI_1_1016124	GO:0000076	BP	DNA replication checkpoint
ANI_1_1016144	GO:0005515	MF	protein binding
ANI_1_1016144	GO:0016560	BP	protein import into peroxisome matrix
ANI_1_1016144	GO:0005777	CC	 docking
ANI_1_1016144	GO:0016021	CC	peroxisome
ANI_1_1016144	GO:0016560	BP	integral component of membrane
ANI_1_1016144	GO:0016021	CC	protein import into peroxisome matrix
ANI_1_1016144	GO:0005777	CC	 docking
ANI_1_1018034	GO:0045735	MF	nutrient reservoir activity
ANI_1_1018034	GO:0033609	BP	oxalate metabolic process
ANI_1_1018084	GO:0015074	BP	DNA integration
ANI_1_1018084	GO:0003676	MF	nucleic acid binding
ANI_1_1018094	GO:0003735	MF	structural constituent of ribosome
ANI_1_1018094	GO:0006412	BP	translation
ANI_1_1018094	GO:0005840	CC	ribosome
ANI_1_1018094	GO:0006412	BP	translation
ANI_1_1018104	GO:0000981	MF	DNA-binding transcription factor activity
ANI_1_1018104	GO:0042025	CC	 RNA polymerase II-specific
ANI_1_1018104	GO:0008270	MF	host cell nucleus
ANI_1_1018104	GO:0006355	BP	zinc ion binding
ANI_1_1018144	GO:0055114	BP	oxidation-reduction process
ANI_1_1018144	GO:0005783	CC	endoplasmic reticulum
ANI_1_1018144	GO:0003756	MF	protein disulfide isomerase activity
ANI_1_1018144	GO:0016671	MF	oxidoreductase activity
ANI_1_1018144	GO:0055114	BP	 acting on a sulfur group of donors
ANI_1_1018144	GO:0005783	CC	 disulfide as acceptor
ANI_1_1018144	GO:0016671	MF	oxidation-reduction process
ANI_1_1018144	GO:0003756	MF	endoplasmic reticulum
ANI_1_1018164	GO:0000981	MF	DNA-binding transcription factor activity
ANI_1_1018164	GO:0042025	CC	 RNA polymerase II-specific
ANI_1_1018164	GO:0008270	MF	host cell nucleus
ANI_1_1018164	GO:0006355	BP	zinc ion binding
ANI_1_1018184	GO:0006887	BP	exocytosis
ANI_1_1018184	GO:0000145	CC	exocyst
ANI_1_1020024	GO:0000422	BP	autophagy of mitochondrion
ANI_1_1020024	GO:0000045	BP	autophagosome assembly
ANI_1_1020084	GO:0016787	MF	hydrolase activity
ANI_1_1020094	GO:0055114	BP	oxidation-reduction process
ANI_1_1020094	GO:0016491	MF	oxidoreductase activity
ANI_1_1020094	GO:0016491	MF	oxidoreductase activity
ANI_1_1020124	GO:0009231	BP	riboflavin biosynthetic process
ANI_1_1020124	GO:0008703	MF	5-amino-6-(5-phosphoribosylamino)uracil reductase activity
ANI_1_1020124	GO:0055114	BP	oxidation-reduction process
ANI_1_1020134	GO:0003824	MF	catalytic activity
ANI_1_1020164	GO:0016787	MF	hydrolase activity
ANI_1_1020164	GO:0016831	MF	carboxy-lyase activity
ANI_1_1020184	GO:0003735	MF	structural constituent of ribosome
ANI_1_1020184	GO:0006412	BP	translation
ANI_1_1020184	GO:0015934	CC	large ribosomal subunit
ANI_1_102034	GO:0003824	MF	catalytic activity
ANI_1_102034	GO:0055114	BP	oxidation-reduction process
ANI_1_102034	GO:0016491	MF	oxidoreductase activity
ANI_1_102034	GO:0010181	MF	FMN binding
ANI_1_102044	GO:0007023	BP	post-chaperonin tubulin folding pathway
ANI_1_102044	GO:0007021	BP	tubulin complex assembly
ANI_1_102044	GO:0048487	MF	beta-tubulin binding
ANI_1_102074	GO:0005515	MF	protein binding
ANI_1_102124	GO:0004799	MF	thymidylate synthase activity
ANI_1_102124	GO:0006231	BP	dTMP biosynthetic process
ANI_1_102124	GO:0006231	BP	dTMP biosynthetic process
ANI_1_102124	GO:0004799	MF	thymidylate synthase activity
ANI_1_102154	GO:0000981	MF	DNA-binding transcription factor activity
ANI_1_102154	GO:0042025	CC	 RNA polymerase II-specific
ANI_1_102154	GO:0008270	MF	host cell nucleus
ANI_1_102154	GO:0006355	BP	zinc ion binding
ANI_1_102154	GO:0005634	CC	regulation of transcription
ANI_1_102154	GO:0006351	BP	 DNA-templated
ANI_1_102154	GO:0003677	MF	nucleus
ANI_1_102154	GO:0008270	MF	transcription
ANI_1_1022024	GO:0051382	BP	kinetochore assembly
ANI_1_1022024	GO:0000776	CC	kinetochore
ANI_1_1022064	GO:0008299	BP	isoprenoid biosynthetic process
ANI_1_1022064	GO:0004420	MF	hydroxymethylglutaryl-CoA reductase (NADPH) activity
ANI_1_1022064	GO:0005515	MF	protein binding
ANI_1_1022064	GO:0015936	BP	coenzyme A metabolic process
ANI_1_1022064	GO:0055114	BP	oxidation-reduction process
ANI_1_1022064	GO:0004420	MF	hydroxymethylglutaryl-CoA reductase (NADPH) activity
ANI_1_1022064	GO:0004420	MF	hydroxymethylglutaryl-CoA reductase (NADPH) activity
ANI_1_1022064	GO:0004420	MF	hydroxymethylglutaryl-CoA reductase (NADPH) activity
ANI_1_1022064	GO:0055114	BP	oxidation-reduction process
ANI_1_1022064	GO:0015936	BP	coenzyme A metabolic process
ANI_1_1022064	GO:0016616	MF	oxidoreductase activity
ANI_1_1022064	GO:0055114	BP	 acting on the CH-OH group of donors
ANI_1_1022124	GO:0006470	BP	protein dephosphorylation
ANI_1_1022124	GO:0004725	MF	protein tyrosine phosphatase activity
ANI_1_1022184	GO:0003824	MF	catalytic activity
ANI_1_1022184	GO:0030170	MF	pyridoxal phosphate binding
ANI_1_1022184	GO:0016831	MF	carboxy-lyase activity
ANI_1_1022184	GO:0019752	BP	carboxylic acid metabolic process
ANI_1_1024014	GO:0006672	BP	ceramide metabolic process
ANI_1_1024014	GO:0016811	MF	hydrolase activity
ANI_1_1024014	GO:0016021	CC	 acting on carbon-nitrogen (but not peptide) bonds
ANI_1_1024074	GO:0055114	BP	oxidation-reduction process
ANI_1_1024074	GO:0016491	MF	oxidoreductase activity
ANI_1_1024074	GO:0055114	BP	oxidation-reduction process
ANI_1_1024074	GO:0016491	MF	oxidoreductase activity
ANI_1_1024074	GO:0016620	MF	oxidoreductase activity
ANI_1_1024084	GO:0030976	MF	thiamine pyrophosphate binding
ANI_1_1024084	GO:0016831	MF	carboxy-lyase activity
ANI_1_1024084	GO:0030976	MF	thiamine pyrophosphate binding
ANI_1_1024084	GO:0003824	MF	catalytic activity
ANI_1_1024084	GO:0000287	MF	magnesium ion binding
ANI_1_1024084	GO:0030976	MF	thiamine pyrophosphate binding
ANI_1_1024104	GO:0016491	MF	oxidoreductase activity
ANI_1_1024124	GO:0005975	BP	carbohydrate metabolic process
ANI_1_1024124	GO:0016773	MF	phosphotransferase activity
ANI_1_1026034	GO:0003824	MF	catalytic activity
ANI_1_1026094	GO:0003700	MF	DNA-binding transcription factor activity
ANI_1_1026094	GO:0006355	BP	regulation of transcription
ANI_1_1026104	GO:0000172	CC	ribonuclease MRP complex
ANI_1_1026104	GO:0005655	CC	nucleolar ribonuclease P complex
ANI_1_1026104	GO:0001682	BP	tRNA 5'-leader removal
ANI_1_1026124	GO:0055085	BP	transmembrane transport
ANI_1_1026124	GO:0016021	CC	integral component of membrane
ANI_1_1026164	GO:0016614	MF	oxidoreductase activity
ANI_1_1026164	GO:0050660	MF	 acting on CH-OH group of donors
ANI_1_1026164	GO:0055114	BP	flavin adenine dinucleotide binding
ANI_1_1026164	GO:0050660	MF	oxidation-reduction process
ANI_1_1026164	GO:0055114	BP	flavin adenine dinucleotide binding
ANI_1_1026164	GO:0016614	MF	oxidation-reduction process
ANI_1_1026164	GO:0055114	BP	oxidoreductase activity
ANI_1_1028034	GO:0005634	CC	nucleus
ANI_1_1028034	GO:0006351	BP	transcription
ANI_1_1028034	GO:0003677	MF	 DNA-templated
ANI_1_1028034	GO:0008270	MF	DNA binding
ANI_1_1028084	GO:0016042	BP	lipid catabolic process
ANI_1_1028084	GO:0003847	MF	1-alkyl-2-acetylglycerophosphocholine esterase activity
ANI_1_1028124	GO:0006511	BP	ubiquitin-dependent protein catabolic process
ANI_1_1028164	GO:0022857	MF	transmembrane transporter activity
ANI_1_1028164	GO:0055085	BP	transmembrane transport
ANI_1_1028164	GO:0016020	CC	membrane
ANI_1_1030024	GO:0055114	BP	oxidation-reduction process
ANI_1_1030024	GO:0006520	BP	cellular amino acid metabolic process
ANI_1_1030024	GO:0004412	MF	homoserine dehydrogenase activity
ANI_1_1030024	GO:0050661	MF	NADP binding
ANI_1_1030024	GO:0055114	BP	oxidation-reduction process
ANI_1_1030024	GO:0016491	MF	oxidoreductase activity
ANI_1_1030084	GO:0055114	BP	oxidation-reduction process
ANI_1_1030104	GO:0005975	BP	carbohydrate metabolic process
ANI_1_1030104	GO:0001678	BP	cellular glucose homeostasis
ANI_1_1030104	GO:0004396	MF	hexokinase activity
ANI_1_1030104	GO:0005536	MF	glucose binding
ANI_1_1030104	GO:0005524	MF	ATP binding
ANI_1_1030104	GO:0005975	BP	carbohydrate metabolic process
ANI_1_1030104	GO:0016773	MF	phosphotransferase activity
ANI_1_1030104	GO:0005524	MF	 alcohol group as acceptor
ANI_1_1030104	GO:0004396	MF	ATP binding
ANI_1_1030104	GO:0006096	BP	hexokinase activity
ANI_1_1030104	GO:0005524	MF	glycolytic process
ANI_1_1030124	GO:0005515	MF	protein binding
ANI_1_1032034	GO:0007264	BP	small GTPase mediated signal transduction
ANI_1_1032034	GO:0005085	MF	guanyl-nucleotide exchange factor activity
ANI_1_1032084	GO:0022857	MF	transmembrane transporter activity
ANI_1_1032084	GO:0055085	BP	transmembrane transport
ANI_1_1032084	GO:0016020	CC	membrane
ANI_1_1032094	GO:0004499	MF	N
ANI_1_1032094	GO:0055114	BP	N-dimethylaniline monooxygenase activity
ANI_1_1032094	GO:0050661	MF	oxidation-reduction process
ANI_1_1032094	GO:0050660	MF	NADP binding
ANI_1_1032164	GO:0022857	MF	transmembrane transporter activity
ANI_1_1032164	GO:0055085	BP	transmembrane transport
ANI_1_1032164	GO:0022857	MF	transmembrane transporter activity
ANI_1_1034014	GO:0008171	MF	O-methyltransferase activity
ANI_1_1034164	GO:0071949	MF	FAD binding
ANI_1_1036014	GO:0016272	CC	prefoldin complex
ANI_1_1036014	GO:0051082	MF	unfolded protein binding
ANI_1_1036014	GO:0006457	BP	protein folding
ANI_1_1036024	GO:0016020	CC	membrane
ANI_1_1036034	GO:0016829	MF	lyase activity
ANI_1_1036034	GO:0006520	BP	cellular amino acid metabolic process
ANI_1_1036034	GO:0055114	BP	oxidation-reduction process
ANI_1_1036034	GO:0003824	MF	catalytic activity
ANI_1_1036034	GO:0016491	MF	oxidoreductase activity
ANI_1_1036034	GO:0008270	MF	zinc ion binding
ANI_1_1036034	GO:0055114	BP	oxidation-reduction process
ANI_1_1036034	GO:0016491	MF	oxidoreductase activity
ANI_1_1036074	GO:0005742	CC	mitochondrial outer membrane translocase complex
ANI_1_1036074	GO:0006886	BP	intracellular protein transport
ANI_1_1036074	GO:0006605	BP	protein targeting
ANI_1_1036084	GO:0022857	MF	transmembrane transporter activity
ANI_1_1036084	GO:0055085	BP	transmembrane transport
ANI_1_1036104	GO:0005506	MF	iron ion binding
ANI_1_1036104	GO:0055114	BP	oxidation-reduction process
ANI_1_1036104	GO:0020037	MF	heme binding
ANI_1_1036104	GO:0016705	MF	oxidoreductase activity
ANI_1_1036104	GO:0016705	MF	 acting on paired donors
ANI_1_1036104	GO:0055114	BP	 with incorporation or reduction of molecular oxygen
ANI_1_1036124	GO:0051726	BP	regulation of cell cycle
ANI_1_1036164	GO:0000981	MF	DNA-binding transcription factor activity
ANI_1_1036164	GO:0042025	CC	 RNA polymerase II-specific
ANI_1_1036164	GO:0008270	MF	host cell nucleus
ANI_1_1036164	GO:0006355	BP	zinc ion binding
ANI_1_1036164	GO:0005634	CC	regulation of transcription
ANI_1_1036164	GO:0006351	BP	 DNA-templated
ANI_1_1036164	GO:0003677	MF	nucleus
ANI_1_1036164	GO:0008270	MF	transcription
ANI_1_1036184	GO:0004045	MF	aminoacyl-tRNA hydrolase activity
ANI_1_1038014	GO:0055114	BP	oxidation-reduction process
ANI_1_1038014	GO:0016491	MF	oxidoreductase activity
ANI_1_1038024	GO:0006096	BP	glycolytic process
ANI_1_1038024	GO:0004332	MF	fructose-bisphosphate aldolase activity
ANI_1_1038024	GO:0016832	MF	aldehyde-lyase activity
ANI_1_1038024	GO:0005975	BP	carbohydrate metabolic process
ANI_1_1038024	GO:0008270	MF	zinc ion binding
ANI_1_1038024	GO:0003824	MF	catalytic activity
ANI_1_1038034	GO:0016491	MF	oxidoreductase activity
ANI_1_1038074	GO:0000145	CC	exocyst
ANI_1_1038074	GO:0006887	BP	exocytosis
ANI_1_1038104	GO:0005634	CC	nucleus
ANI_1_1038104	GO:0008270	MF	zinc ion binding
ANI_1_1038104	GO:0006355	BP	regulation of transcription
ANI_1_1038124	GO:0016567	BP	protein ubiquitination
ANI_1_1038124	GO:0004842	MF	ubiquitin-protein transferase activity
ANI_1_1038164	GO:0055114	BP	oxidation-reduction process
ANI_1_1038164	GO:0016702	MF	oxidoreductase activity
ANI_1_1040034	GO:0071949	MF	FAD binding
ANI_1_1040094	GO:0008171	MF	O-methyltransferase activity
ANI_1_1040124	GO:0005515	MF	protein binding
ANI_1_1040144	GO:0003877	MF	ATP adenylyltransferase activity
ANI_1_1040144	GO:0009117	BP	nucleotide metabolic process
ANI_1_1040144	GO:0003877	MF	ATP adenylyltransferase activity
ANI_1_1040144	GO:0005524	MF	ATP binding
ANI_1_104024	GO:0008171	MF	O-methyltransferase activity
ANI_1_104034	GO:0003824	MF	catalytic activity
ANI_1_104044	GO:0000445	CC	THO complex part of transcription export complex
ANI_1_104044	GO:0006397	BP	mRNA processing
ANI_1_104104	GO:0006351	BP	transcription
ANI_1_104104	GO:0003677	MF	 DNA-templated
ANI_1_104104	GO:0003899	MF	DNA binding
ANI_1_104104	GO:0006351	BP	DNA-directed 5'-3' RNA polymerase activity
ANI_1_104104	GO:0006351	BP	transcription
ANI_1_104104	GO:0032549	MF	 DNA-templated
ANI_1_104104	GO:0003899	MF	transcription
ANI_1_104104	GO:0006351	BP	 DNA-templated
ANI_1_104104	GO:0003899	MF	ribonucleoside binding
ANI_1_104104	GO:0003677	MF	DNA-directed 5'-3' RNA polymerase activity
ANI_1_104104	GO:0003899	MF	transcription
ANI_1_104144	GO:0032981	BP	mitochondrial respiratory chain complex I assembly
ANI_1_1042034	GO:0003824	MF	catalytic activity
ANI_1_1042034	GO:0009116	BP	nucleoside metabolic process
ANI_1_1042034	GO:0009116	BP	nucleoside metabolic process
ANI_1_1042034	GO:0003824	MF	catalytic activity
ANI_1_1042064	GO:0004721	MF	phosphoprotein phosphatase activity
ANI_1_1042064	GO:0005634	CC	nucleus
ANI_1_1042064	GO:0006397	BP	mRNA processing
ANI_1_1042084	GO:0016787	MF	hydrolase activity
ANI_1_1042164	GO:0022857	MF	transmembrane transporter activity
ANI_1_1042164	GO:0022857	MF	transmembrane transporter activity
ANI_1_1042164	GO:0055085	BP	transmembrane transport
ANI_1_1042184	GO:0000398	BP	mRNA splicing
ANI_1_1044014	GO:0030014	CC	CCR4-NOT complex
ANI_1_1044014	GO:0006402	BP	mRNA catabolic process
ANI_1_1044024	GO:0009085	BP	lysine biosynthetic process
ANI_1_1044024	GO:0004754	MF	saccharopine dehydrogenase (NAD+
ANI_1_1044064	GO:0016575	BP	histone deacetylation
ANI_1_1044064	GO:0004407	MF	histone deacetylase activity
ANI_1_1044104	GO:0000178	CC	exosome (RNase complex)
ANI_1_1044104	GO:0006396	BP	RNA processing
ANI_1_1044104	GO:0006401	BP	RNA catabolic process
ANI_1_1044124	GO:0030170	MF	pyridoxal phosphate binding
ANI_1_1044134	GO:0006508	BP	proteolysis
ANI_1_1044134	GO:0004190	MF	aspartic-type endopeptidase activity
ANI_1_1044164	GO:0004620	MF	phospholipase activity
ANI_1_1044164	GO:0009395	BP	phospholipid catabolic process
ANI_1_1044184	GO:0003824	MF	catalytic activity
ANI_1_1044184	GO:0008483	MF	transaminase activity
ANI_1_1044184	GO:0006520	BP	cellular amino acid metabolic process
ANI_1_1044184	GO:0030170	MF	pyridoxal phosphate binding
ANI_1_1044184	GO:0009058	BP	biosynthetic process
ANI_1_1044184	GO:0030170	MF	pyridoxal phosphate binding
ANI_1_1044184	GO:0009058	BP	biosynthetic process
ANI_1_1044184	GO:0003824	MF	catalytic activity
ANI_1_1046034	GO:0022857	MF	transmembrane transporter activity
ANI_1_1046034	GO:0022857	MF	transmembrane transporter activity
ANI_1_1046034	GO:0055085	BP	transmembrane transport
ANI_1_1046074	GO:0016743	MF	carboxyl- or carbamoyltransferase activity
ANI_1_1046074	GO:0016597	MF	amino acid binding
ANI_1_1046074	GO:0006520	BP	cellular amino acid metabolic process
ANI_1_1046074	GO:0005524	MF	ATP binding
ANI_1_1046074	GO:0006207	BP	'de novo' pyrimidine nucleobase biosynthetic process
ANI_1_1046074	GO:0006541	BP	glutamine metabolic process
ANI_1_1046074	GO:0004088	MF	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
ANI_1_1046074	GO:0046872	MF	metal ion binding
ANI_1_1046074	GO:0005524	MF	ATP binding
ANI_1_1046074	GO:0006207	BP	'de novo' pyrimidine nucleobase biosynthetic process
ANI_1_1046074	GO:0004070	MF	aspartate carbamoyltransferase activity
ANI_1_1046074	GO:0016743	MF	carboxyl- or carbamoyltransferase activity
ANI_1_1046074	GO:0006520	BP	cellular amino acid metabolic process
ANI_1_1046074	GO:0006807	BP	nitrogen compound metabolic process
ANI_1_1046104	GO:0003755	MF	peptidyl-prolyl cis-trans isomerase activity
ANI_1_1046104	GO:0006457	BP	protein folding
ANI_1_1046104	GO:0003755	MF	peptidyl-prolyl cis-trans isomerase activity
ANI_1_1046104	GO:0000413	BP	protein peptidyl-prolyl isomerization
ANI_1_1046104	GO:0003755	MF	peptidyl-prolyl cis-trans isomerase activity
ANI_1_1046134	GO:0016020	CC	membrane
ANI_1_1046184	GO:0061630	MF	ubiquitin protein ligase activity
ANI_1_1046184	GO:0071596	BP	ubiquitin-dependent protein catabolic process via the N-end rule pathway
ANI_1_1048034	GO:0022857	MF	transmembrane transporter activity
ANI_1_1048034	GO:0055085	BP	transmembrane transport
ANI_1_1048034	GO:0022857	MF	transmembrane transporter activity
ANI_1_1048104	GO:0007264	BP	small GTPase mediated signal transduction
ANI_1_1048104	GO:0007264	BP	small GTPase mediated signal transduction
ANI_1_1048104	GO:0005092	MF	GDP-dissociation inhibitor activity
ANI_1_1048144	GO:0005681	CC	spliceosomal complex
ANI_1_1048144	GO:0000387	BP	spliceosomal snRNP assembly
ANI_1_1048164	GO:0015940	BP	pantothenate biosynthetic process
ANI_1_1048164	GO:0008677	MF	2-dehydropantoate 2-reductase activity
ANI_1_1048164	GO:0055114	BP	oxidation-reduction process
ANI_1_1048164	GO:0055114	BP	oxidation-reduction process
ANI_1_1048164	GO:0016491	MF	oxidoreductase activity
ANI_1_1050014	GO:0000811	CC	GINS complex
ANI_1_1050014	GO:0006260	BP	DNA replication
ANI_1_1050034	GO:0005634	CC	nucleus
ANI_1_1050034	GO:0006351	BP	transcription
ANI_1_1050034	GO:0003677	MF	 DNA-templated
ANI_1_1050034	GO:0008270	MF	DNA binding
ANI_1_1050084	GO:0080019	MF	fatty-acyl-CoA reductase (alcohol-forming) activity
ANI_1_1050124	GO:0008270	MF	zinc ion binding
ANI_1_1050144	GO:0005669	CC	transcription factor TFIID complex
ANI_1_1050164	GO:0022857	MF	transmembrane transporter activity
ANI_1_1050164	GO:0055085	BP	transmembrane transport
ANI_1_1050164	GO:0022857	MF	transmembrane transporter activity
ANI_1_1052034	GO:0055114	BP	oxidation-reduction process
ANI_1_1052034	GO:0016491	MF	oxidoreductase activity
ANI_1_1052034	GO:0016491	MF	oxidoreductase activity
ANI_1_1052084	GO:0005506	MF	iron ion binding
ANI_1_1052084	GO:0055114	BP	oxidation-reduction process
ANI_1_1052084	GO:0020037	MF	heme binding
ANI_1_1052084	GO:0016705	MF	oxidoreductase activity
ANI_1_1052084	GO:0005506	MF	 acting on paired donors
ANI_1_1052084	GO:0055114	BP	 with incorporation or reduction of molecular oxygen
ANI_1_1052084	GO:0020037	MF	iron ion binding
ANI_1_1052084	GO:0016712	MF	oxidation-reduction process
ANI_1_1052084	GO:0005506	MF	heme binding
ANI_1_1052084	GO:0055114	BP	oxidoreductase activity
ANI_1_1052084	GO:0020037	MF	 acting on paired donors
ANI_1_1052084	GO:0004497	MF	 with incorporation or reduction of molecular oxygen
ANI_1_1052104	GO:0046983	MF	protein dimerization activity
ANI_1_1052104	GO:0003677	MF	DNA binding
