Chr	Start	End	Length	Abs_summit	Pileup	Fold_enrichment	Pvalue	Name
chromosome_1	938641	940425	1785	938906	222	2.25551	25.54427	peak_41
chromosome_1	940653	949266	8614	947645	289	2.93317	52.97601	peak_42
chromosome_1	949512	952071	2560	950410	189	1.92173	15.07278	peak_43
chromosome_1	957840	958417	578	958208	172	1.74979	10.58556	peak_44
chromosome_1	961113	961379	267	961284	137	1.38457	3.42125	peak_45
chromosome_1	962393	963124	732	962843	152	1.48235	5.17932	peak_46
chromosome_1	1096466	1102494	6029	1100158	369	3.74232	94.23486	peak_47
chromosome_1	1102802	1114977	12176	1111978	356	3.28935	76.83396	peak_48
chromosome_1	1115254	1127251	11998	1116947	350	3.55015	83.72567	peak_49
chromosome_1	1127483	1143980	16498	1141137	364	3.68394	91.19283	peak_50
chromosome_1	1144209	1158204	13996	1147854	295	2.99386	55.77972	peak_51
chromosome_1	1158477	1190618	32142	1183779	344	3.35476	76.35565	peak_52
chromosome_1	1190966	1199343	8378	1195418	416	3.92771	112.35294	peak_53
chromosome_1	1199615	1206920	7306	1200793	213	2.16448	22.46934	peak_54
chromosome_1	1207279	1211172	3894	1210494	232	2.35665	29.14271	peak_55
chromosome_1	1211403	1212120	718	1211565	210	2.13414	21.48008	peak_56
chromosome_1	1212430	1216417	3988	1216102	222	2.25551	25.54427	peak_57
chromosome_1	1411167	1411772	606	1411309	159	1.6183	7.61006	peak_58
chromosome_1	1639647	1667385	27739	1660661	421	4.26827	125.14166	peak_59
chromosome_1	1667722	1680726	13005	1668824	309	3.13546	62.51661	peak_60
chromosome_1	1681566	1691078	9513	1687297	402	3.83856	105.69823	peak_61
chromosome_1	1691334	1691833	500	1691576	169	1.71945	9.86255	peak_62
chromosome_1	1692194	1695336	3143	1695048	261	2.64997	40.60096	peak_63
chromosome_1	1695711	1696278	568	1695904	251	2.54883	36.48451	peak_64
chromosome_1	1696556	1698259	1704	1697386	210	2.13414	21.48008	peak_65
chromosome_1	1698503	1703590	5088	1701066	342	3.46924	79.42583	peak_66
chromosome_1	2078243	2078601	359	2078397	162	1.64865	8.25993	peak_67
chromosome_1	2091936	2098650	6715	2098418	270	2.741	44.44773	peak_68
chromosome_1	2098913	2102245	3333	2099687	279	2.80928	47.79326	peak_69
chromosome_1	2339522	2339760	239	2339668	148	1.49471	5.24209	peak_70
chromosome_1	2371141	2372692	1552	2371962	163	1.57427	7.03262	peak_71
chromosome_1	2372934	2374404	1471	2373583	159	1.48229	5.38933	peak_72
chromosome_1	2375293	2376032	740	2375451	157	1.59807	7.18939	peak_73
chromosome_1	2377649	2378903	1255	2377943	203	1.62335	9.61345	peak_74
chromosome_1	2380321	2380676	356	2380386	145	1.4767	4.88462	peak_75
chromosome_1	2393594	2393961	368	2393789	170	1.62877	8.27192	peak_76
chromosome_1	2394803	2396268	1466	2395081	193	1.96219	16.22162	peak_77
chromosome_1	2398909	2401171	2263	2400934	273	2.41924	35.87358	peak_78
chromosome_1	2403576	2405164	1589	2404518	236	2.20772	25.87109	peak_79
chromosome_1	2407554	2409565	2012	2407904	237	2.04796	21.87629	peak_80
chromosome_1	2412678	2414422	1745	2412969	233	2.36677	29.51302	peak_81
chromosome_1	2415940	2417530	1591	2417097	193	1.96219	16.22162	peak_82
chromosome_1	2418367	2419063	697	2418872	167	1.69922	9.39247	peak_83
chromosome_1	2425033	2425714	682	2425551	153	1.55762	6.37902	peak_84
chromosome_1	2427634	2428969	1336	2428265	226	2.24082	25.62716	peak_85
chromosome_1	2430075	2430665	591	2430240	173	1.72286	10.1401	peak_86
chromosome_1	2430983	2432337	1355	2431746	214	1.82708	14.73379	peak_87
chromosome_1	2449172	2450225	1054	2449960	184	1.76212	11.51039	peak_88
chromosome_1	2451707	2453721	2015	2451895	236	2.22925	26.41398	peak_89
chromosome_1	2454393	2455605	1213	2455421	165	1.67899	8.93205	peak_90
chromosome_1	2472315	2472818	504	2472658	164	1.66887	8.70556	peak_91
chromosome_1	2473856	2475571	1716	2475214	186	1.88739	14.15713	peak_92
chromosome_1	2475900	2477715	1816	2476818	251	2.54883	36.48451	peak_93
chromosome_1	2478007	2485173	7167	2481065	252	2.55894	36.88861	peak_94
chromosome_1	2486601	2487545	945	2487377	190	1.73338	11.26804	peak_95
chromosome_1	2489917	2491365	1449	2490904	186	1.83507	13.0972	peak_96
chromosome_1	2491659	2492611	953	2491878	207	1.81754	14.06838	peak_97
chromosome_1	2497515	2497810	296	2497681	159	1.56812	6.77882	peak_98
chromosome_1	2498795	2502994	4200	2502347	216	2.11452	21.60286	peak_99
chromosome_1	2504767	2505557	791	2505196	306	2.97751	57.31758	peak_100
chromosome_1	2506015	2506562	548	2506255	166	1.59967	7.59104	peak_101
chromosome_1	2516396	2517274	879	2516508	166	1.60878	7.74845	peak_102
chromosome_1	2521184	2522632	1449	2521636	221	2.12557	22.34155	peak_103
chromosome_1	2522920	2523717	798	2523445	180	1.56544	7.52896	peak_104
chromosome_1	2525769	2526630	862	2525919	142	1.33946	2.94456	peak_105
chromosome_1	2536672	2537384	713	2537168	185	1.60869	8.545	peak_106
chromosome_1	2542128	2542431	304	2542145	128	1.30476	2.30208	peak_107
chromosome_1	2544745	2545978	1234	2545807	177	1.80036	11.83735	peak_108
chromosome_1	2559460	2560164	705	2559920	167	1.60925	7.79987	peak_109
chromosome_1	2560684	2562605	1922	2561179	191	1.79843	12.65971	peak_110
chromosome_1	2572017	2572401	385	2572136	148	1.50155	5.34442	peak_111
chromosome_1	2573655	2574067	413	2573837	128	1.30476	2.30208	peak_112
chromosome_1	2574429	2585167	10739	2574840	404	3.90153	108.30595	peak_113
chromosome_1	2585429	2609985	24557	2588168	412	4.17724	119.56312	peak_114
chromosome_1	2611613	2612449	837	2612099	226	2.17441	24.01291	peak_115
chromosome_1	2613149	2614538	1390	2613656	224	2.22755	25.09532	peak_116
chromosome_1	2615056	2616819	1764	2616233	261	2.0464	23.93059	peak_117
chromosome_1	2620658	2622099	1442	2621339	206	2.02867	18.7348	peak_118
chromosome_1	2622653	2623834	1182	2622880	270	2.25179	30.68986	peak_119
chromosome_1	2624062	2625494	1433	2625130	165	1.67899	8.93205	peak_120
chromosome_1	2627667	2629390	1724	2628849	243	2.33725	29.96382	peak_121
chromosome_1	2630641	2631352	712	2630892	182	1.78321	11.81153	peak_122
chromosome_1	2634667	2635060	394	2634850	185	1.88128	13.95876	peak_123
chromosome_1	2635728	2636665	938	2636138	226	1.97337	19.08534	peak_124
chromosome_1	2638870	2639625	756	2639082	161	1.63853	8.04078	peak_125
chromosome_1	2640946	2641468	523	2641284	182	1.85093	13.14634	peak_126
chromosome_1	2649674	2651235	1562	2649891	154	1.47839	5.17882	peak_127
chromosome_1	2652113	2653296	1184	2652649	223	2.08662	21.58944	peak_128
chromosome_1	2660016	2661754	1739	2661191	206	2.01708	18.47574	peak_129
chromosome_1	2664098	2666694	2597	2664395	197	1.70377	11.02642	peak_130
chromosome_1	2678107	2678359	253	2678199	144	1.35031	3.11834	peak_131
chromosome_1	2684841	2689649	4809	2685351	182	1.84419	13.01563	peak_132
chromosome_1	2690827	2691388	562	2691254	146	1.48682	5.06197	peak_133
chromosome_1	2694758	2697456	2699	2697055	231	2.10327	22.74151	peak_134
chromosome_1	2699013	2699513	501	2699224	168	1.6956	9.38292	peak_135
chromosome_1	2701417	2704367	2951	2702959	229	2.32631	28.04328	peak_136
chromosome_1	2734420	2735617	1198	2735164	320	2.79583	54.16743	peak_137
chromosome_1	2736260	2737370	1111	2736584	272	2.76123	45.31976	peak_138
chromosome_1	2738343	2739690	1348	2738795	214	1.95964	17.81048	peak_139
chromosome_1	2740953	2741570	618	2741149	164	1.41981	4.53986	peak_140
chromosome_1	2743645	2745556	1912	2744328	181	1.55817	7.42962	peak_141
chromosome_1	2747275	2756143	8869	2754473	351	3.56027	84.26839	peak_142
chromosome_1	2756431	2757291	861	2756893	220	2.14117	22.61619	peak_143
chromosome_1	2759005	2760173	1169	2759255	255	2.41403	33.45352	peak_144
chromosome_1	2761466	2763123	1658	2762143	202	1.94451	16.53853	peak_145
chromosome_1	2781046	2781743	698	2781685	130	1.32499	2.56221	peak_146
chromosome_1	2782622	2785023	2402	2783533	215	1.99019	18.60733	peak_147
chromosome_1	2787890	2788418	529	2788318	142	1.44636	4.3691	peak_148
chromosome_1	2790156	2790476	321	2790333	193	1.96219	16.22162	peak_149
chromosome_1	2797826	2808855	11030	2805197	336	2.72007	54.25552	peak_150
chromosome_1	2810899	2814477	3579	2812994	284	2.1857	30.20926	peak_151
chromosome_1	2816779	2817630	852	2817193	176	1.65242	8.97669	peak_152
chromosome_1	2824564	2825051	488	2824767	197	1.92035	15.64267	peak_153
chromosome_1	2827626	2830323	2698	2829117	261	2.38931	33.53066	peak_154
chromosome_1	2830620	2831500	881	2830909	238	2.321	28.96423	peak_155
chromosome_1	2831963	2834836	2874	2833371	278	2.59896	41.70745	peak_156
chromosome_1	2836283	2841350	5068	2840318	283	2.87249	50.2253	peak_157
chromosome_1	2841638	2856031	14394	2847491	323	3.27706	69.52065	peak_158
chromosome_1	2857971	2860778	2808	2860039	257	2.50878	36.25813	peak_159
chromosome_1	2862986	2867755	4770	2867430	298	3.0242	57.20036	peak_160
chromosome_1	2868096	2868632	537	2868400	165	1.67899	8.93205	peak_161
chromosome_1	2868953	2869680	728	2869155	163	1.65876	8.48148	peak_162
chromosome_1	2869994	2871605	1612	2870877	187	1.90151	14.51138	peak_163
chromosome_1	2871852	2877176	5325	2874864	278	2.82191	47.97282	peak_164
chromosome_1	2877583	2879199	1617	2878192	198	2.01276	17.70557	peak_165
chromosome_1	2879494	2880222	729	2880019	182	1.85093	13.14634	peak_166
chromosome_1	2880452	2880826	375	2880548	151	1.53739	5.98943	peak_167
chromosome_1	2881077	2895080	14004	2883865	319	3.2366	67.49366	peak_168
chromosome_1	2895375	2899772	4398	2898102	237	2.40722	31.01232	peak_169
chromosome_1	2900075	2902920	2846	2901107	225	2.28101	26.4926	peak_170
chromosome_1	2910252	2911642	1391	2911191	242	2.4578	32.92653	peak_171
chromosome_1	2911894	2912138	245	2912051	147	1.49693	5.24209	peak_172
chromosome_1	2913889	2914164	276	2914033	197	2.00265	17.40458	peak_173
chromosome_1	2915842	2916073	232	2915927	183	1.86105	13.41492	peak_174
chromosome_1	2917250	2917569	320	2917491	156	1.58796	6.98288	peak_175
chromosome_1	2920098	2932899	12802	2927891	390	3.92296	105.31994	peak_176
chromosome_1	2942285	2942678	394	2942546	161	1.55178	6.57976	peak_177
chromosome_1	2945199	2945849	651	2945631	171	1.73968	10.3422	peak_178
chromosome_1	2946650	2953851	7202	2949849	248	2.51848	35.28278	peak_179
chromosome_1	2956342	2957175	834	2956556	205	1.99277	17.8485	peak_180
chromosome_1	2959365	2960658	1294	2960196	215	1.86815	15.75134	peak_181
chromosome_1	2961649	2961879	231	2961745	143	1.24544	1.83231	peak_182
chromosome_1	2962936	2963990	1055	2963819	242	2.4578	32.92653	peak_183
chromosome_1	2964382	2970599	6218	2969154	295	2.99386	55.77972	peak_184
chromosome_1	2971115	2973294	2180	2972998	223	2.26562	25.89568	peak_185
chromosome_1	2973708	2975571	1864	2975241	282	2.86237	49.7719	peak_186
chromosome_1	2976366	2979593	3228	2978241	221	2.24539	25.19485	peak_187
chromosome_1	2979935	2982359	2425	2980563	174	1.77002	11.0793	peak_188
chromosome_1	2982872	2986558	3687	2983717	247	2.50837	34.88577	peak_189
chromosome_1	2986805	2988781	1977	2988274	253	2.56905	37.29424	peak_190
chromosome_1	2989095	3016766	27672	2992990	407	4.022	113.09136	peak_191
chromosome_1	3017018	3021580	4563	3020637	270	2.741	44.44773	peak_192
chromosome_1	3021982	3022462	481	3022059	156	1.58796	6.98288	peak_193
chromosome_1	3023050	3023567	518	3023355	223	2.26562	25.89568	peak_194
chromosome_1	3023839	3029550	5712	3026016	411	4.16713	118.94871	peak_195
chromosome_1	3029794	3032975	3182	3031972	214	2.05946	20.13754	peak_196
chromosome_1	3034981	3038924	3944	3035780	204	2.05483	19.14731	peak_197
chromosome_1	3043577	3044063	487	3043899	147	1.41886	4.11306	peak_198
chromosome_1	3055648	3056796	1149	3056153	160	1.56902	6.82912	peak_199
chromosome_1	3057501	3058053	553	3057886	156	1.47878	5.24215	peak_200
chromosome_1	3366669	3367542	874	3366995	160	1.62842	7.82422	peak_201
chromosome_1	3368939	3369435	497	3369269	207	2.10379	20.5087	peak_202
chromosome_1	3534219	3534923	705	3534563	178	1.81048	12.09467	peak_203
chromosome_1	3535825	3536360	536	3536266	161	1.63853	8.04078	peak_204
chromosome_1	3538974	3539336	363	3539078	144	1.21678	1.53015	peak_205
chromosome_1	3543582	3572379	28798	3548514	380	3.85358	100.51012	peak_206
chromosome_1	3572702	3582144	9443	3579277	395	4.0053	109.28192	peak_207
chromosome_1	3582442	3582889	448	3582756	184	1.87116	13.68568	peak_208
chromosome_1	3583130	3584589	1460	3584408	213	2.16448	22.46934	peak_209
chromosome_1	3584865	3587232	2368	3585713	255	2.58928	38.11055	peak_210
chromosome_1	3587611	3591751	4141	3591055	531	4.27362	157.57417	peak_211
chromosome_1	3592139	3608961	16823	3600812	493	3.59317	118.91165	peak_212
chromosome_1	3609272	3619098	9827	3617608	258	2.61963	39.34807	peak_213
chromosome_1	3619494	3621692	2199	3620642	204	2.07345	19.55554	peak_214
chromosome_1	3622101	3623977	1877	3623434	334	3.38832	75.20168	peak_215
chromosome_1	4097982	4098291	310	4098132	166	1.49004	5.72694	peak_216
chromosome_1	4105264	4105687	424	4105439	167	1.54793	6.73617	peak_217
chromosome_1	4176507	4178311	1805	4177702	222	2.25551	25.54427	peak_218
chromosome_1	4178613	4184847	6235	4178869	243	2.46791	33.31479	peak_219
chromosome_1	4348304	4348792	489	4348505	144	1.37339	3.42187	peak_220
chromosome_1	4356189	4356447	259	4356272	136	1.34265	2.87631	peak_221
chromosome_1	4363983	4371947	7965	4364373	259	2.62974	39.76392	peak_222
chromosome_1	4372180	4372755	576	4372526	235	2.387	30.25908	peak_223
chromosome_1	4373170	4381544	8375	4380498	245	2.48814	34.09669	peak_224
chromosome_1	4381801	4385487	3687	4384840	242	2.4578	32.92653	peak_225
chromosome_1	4385726	4389366	3641	4387323	235	2.387	30.25908	peak_226
chromosome_1	4390049	4390274	226	4390173	156	1.58796	6.98288	peak_227
chromosome_1	4391276	4391781	506	4391648	151	1.3282	2.95365	peak_228
chromosome_1	4473187	4478339	5153	4475857	399	4.04576	111.67059	peak_229
chromosome_1	4478596	4479698	1103	4479007	170	1.72956	10.10118	peak_230
chromosome_1	4480105	4481178	1074	4480486	311	3.15569	63.50164	peak_231
chromosome_1	4481667	4482700	1034	4482276	159	1.6183	7.61006	peak_232
chromosome_1	4483029	4502465	19437	4495103	367	3.52503	86.88802	peak_233
chromosome_1	4502698	4503433	736	4502873	232	2.35665	29.14271	peak_234
chromosome_1	4503801	4504927	1127	4504411	215	2.18471	23.1388	peak_235
chromosome_1	4505506	4507322	1817	4506709	245	2.48814	34.09669	peak_236
chromosome_1	4510487	4514806	4320	4513430	299	3.03432	57.67682	peak_237
chromosome_1	4516215	4516772	558	4516391	195	1.98242	16.80885	peak_238
chromosome_1	4521954	4523591	1638	4522749	248	2.38514	31.81279	peak_239
chromosome_1	4531000	4534332	3333	4531926	310	2.81218	53.02229	peak_240
chromosome_1	4543006	4552041	9036	4548352	359	3.52827	85.14198	peak_241
chromosome_1	4552861	4553951	1091	4553376	256	2.5994	38.52142	peak_242
chromosome_1	4565291	4570239	4949	4567724	343	3.47935	79.95946	peak_243
chromosome_1	4572336	4572829	494	4572534	229	2.32631	28.04328	peak_244
chromosome_1	4576376	4577133	758	4576967	156	1.5211	5.90832	peak_245
chromosome_1	4581824	4583792	1969	4582628	274	2.78146	46.19786	peak_246
chromosome_1	4590385	4596200	5816	4594103	368	3.73221	93.67139	peak_247
chromosome_1	4596483	4597496	1014	4596999	173	1.7599	10.83126	peak_248
chromosome_1	4597879	4598188	310	4598101	128	1.30476	2.30208	peak_249
chromosome_1	4598485	4609047	10563	4600556	368	3.63754	90.70992	peak_250
chromosome_1	4609553	4612272	2720	4610506	211	2.14425	21.80785	peak_251
chromosome_1	4612890	4613282	393	4613075	156	1.58796	6.98288	peak_252
chromosome_1	4613662	4614005	344	4613697	131	1.3351	2.69676	peak_253
chromosome_1	4614514	4615460	947	4614645	199	2.02288	18.00867	peak_254
chromosome_1	4615701	4621287	5587	4618044	298	3.0178	57.02212	peak_255
chromosome_1	4623609	4623886	278	4623777	131	1.3351	2.69676	peak_256
chromosome_1	4624576	4625649	1074	4625387	241	2.44768	32.54016	peak_257
chromosome_1	4626613	4629013	2401	4627098	380	3.85358	100.51012	peak_258
chromosome_1	4825414	4825764	351	4825593	153	1.55762	6.37902	peak_259
chromosome_1	4868782	4874255	5474	4871409	366	3.5557	87.6322	peak_260
chromosome_1	4874505	4875818	1314	4875601	221	2.24539	25.19485	peak_261
chromosome_1	4876070	4881414	5345	4880055	223	2.26562	25.89568	peak_262
chromosome_1	4881695	4884828	3134	4883094	212	2.15437	22.13763	peak_263
chromosome_1	4885532	4886103	572	4885674	136	1.38567	3.41366	peak_264
chromosome_1	4886522	4888700	2179	4887699	189	1.92173	15.07278	peak_265
chromosome_1	4889095	4890195	1101	4889429	245	2.48814	34.09669	peak_266
chromosome_1	4890432	4891276	845	4890921	233	2.36677	29.51302	peak_267
chromosome_1	4891541	4892506	966	4892288	213	2.16448	22.46934	peak_268
chromosome_1	4892903	4893228	326	4893057	178	1.81048	12.09467	peak_269
chromosome_1	4893871	4894314	444	4894012	152	1.5475	6.18293	peak_270
chromosome_1	4894565	4896485	1921	4895794	275	2.79157	46.63918	peak_271
chromosome_1	5029994	5037381	7388	5035459	265	2.69043	42.29472	peak_272
chromosome_1	5038060	5038445	386	5038110	148	1.50704	5.42488	peak_273
chromosome_1	5038777	5041851	3075	5040227	242	2.4578	32.92653	peak_274
chromosome_1	5042251	5044603	2353	5043043	203	2.06334	19.24207	peak_275
chromosome_1	5044901	5045724	824	5045332	211	2.14425	21.80785	peak_276
chromosome_1	5059963	5060334	372	5060038	159	1.6183	7.61006	peak_277
chromosome_1	5069117	5070153	1037	5069398	192	1.95208	15.93108	peak_278
chromosome_1	5150348	5151232	885	5150496	163	1.65876	8.48148	peak_279
chromosome_1	5175020	5176588	1569	5175744	204	1.90963	15.92238	peak_280
chromosome_1	5178576	5179445	870	5178907	181	1.84082	12.88004	peak_281
chromosome_1	5180268	5181212	945	5180828	263	2.58729	39.21481	peak_282
chromosome_1	5183178	5183993	816	5183697	248	2.24342	28.0673	peak_283
chromosome_1	5184281	5185838	1558	5184923	212	1.92073	16.76008	peak_284
chromosome_1	5186630	5205139	18510	5200078	442	4.48067	138.4926	peak_285
chromosome_1	5206352	5206631	280	5206462	157	1.40235	4.11078	peak_286
chromosome_1	5206901	5207816	916	5207440	161	1.49264	5.61314	peak_287
chromosome_1	5210917	5212483	1567	5211913	196	1.853	14.12898	peak_288
chromosome_1	5213638	5214278	641	5214157	163	1.65876	8.48148	peak_289
chromosome_1	5215077	5217021	1945	5215347	241	2.27939	28.24276	peak_290
chromosome_1	5220007	5220288	282	5220089	146	1.4854	5.04395	peak_291
chromosome_1	5226769	5227175	407	5226929	155	1.52012	5.85818	peak_292
chromosome_1	5227920	5231434	3515	5230031	245	2.48814	34.09669	peak_293
chromosome_1	5231826	5252162	20337	5235813	329	3.29143	71.21336	peak_294
chromosome_1	5252390	5261262	8873	5260743	318	3.22649	66.99	peak_295
chromosome_1	5541739	5543886	2148	5542493	268	2.72077	43.58177	peak_296
chromosome_1	5544250	5547199	2950	5545694	229	2.32631	28.04328	peak_297
chromosome_1	5547466	5554453	6988	5548590	208	2.11391	20.83058	peak_298
chromosome_1	5554742	5555428	687	5554961	167	1.69922	9.39247	peak_299
chromosome_1	5555829	5558181	2353	5556709	233	2.20404	25.46449	peak_300
chromosome_1	5559261	5563117	3857	5561273	261	1.75486	15.72419	peak_301
chromosome_1	5563510	5564146	637	5563608	192	1.65592	9.79255	peak_302
chromosome_1	5564665	5564992	328	5564764	179	1.25581	2.35433	peak_303
chromosome_1	5566186	5581336	15151	5577482	276	2.80169	47.08237	peak_304
chromosome_1	5581570	5582981	1412	5582638	224	2.27574	26.24877	peak_305
chromosome_1	5583220	5602788	19569	5584616	282	2.86237	49.7719	peak_306
chromosome_1	5603036	5603982	947	5603498	195	1.98242	16.80885	peak_307
chromosome_1	5674888	5675634	747	5675144	263	2.47284	36.08325	peak_308
chromosome_1	5678145	5678601	457	5678383	166	1.52214	6.26202	peak_309
chromosome_1	5681518	5681891	374	5681725	159	1.56601	6.74324	peak_310
chromosome_1	5682331	5682584	254	5682393	168	1.41118	4.50216	peak_311
chromosome_1	5683237	5684265	1029	5683962	189	1.91087	14.85001	peak_312
chromosome_1	5685505	5686835	1331	5686362	223	2.04167	20.50566	peak_313
chromosome_1	5688149	5689281	1133	5688925	202	2.00523	17.87868	peak_314
chromosome_1	5689539	5692259	2721	5690058	259	2.5119	36.61328	peak_315
chromosome_1	5697583	5698219	637	5697736	150	1.19597	1.35896	peak_316
chromosome_1	5701288	5703435	2148	5702252	251	2.40029	32.58368	peak_317
chromosome_1	5706116	5707503	1388	5706797	192	1.78801	12.50686	peak_318
chromosome_1	5708630	5711125	2496	5708936	270	2.741	44.44773	peak_319
chromosome_1	5711647	5719204	7558	5716508	382	3.87381	101.66553	peak_320
chromosome_1	5719506	5728131	8626	5727119	320	3.04041	61.80048	peak_321
chromosome_1	5728453	5745973	17521	5741443	300	3.04443	58.15453	peak_322
chromosome_1	5746297	5748475	2179	5747005	250	2.53871	36.08215	peak_323
chromosome_1	5748762	5749468	707	5749201	195	1.98242	16.80885	peak_324
chromosome_1	5749732	5752964	3233	5750607	390	3.83209	102.39909	peak_325
chromosome_1	5753562	5754171	610	5754001	166	1.6891	9.16107	peak_326
chromosome_1	5760217	5761047	831	5760668	259	2.17104	27.24839	peak_327
chromosome_1	5761724	5762476	753	5761849	163	1.30504	2.83028	peak_328
chromosome_1	5765955	5766800	846	5766328	153	1.55762	6.37902	peak_329
chromosome_1	5772239	5772810	572	5772495	187	1.56983	7.87629	peak_330
chromosome_1	5773486	5781762	8277	5774449	300	3.04443	58.15453	peak_331
chromosome_1	5782200	5791684	9485	5783760	369	3.62628	90.59074	peak_332
chromosome_1	5793071	5795742	2672	5794491	226	2.1993	24.61804	peak_333
chromosome_1	5796490	5797670	1181	5796812	180	1.79265	11.87201	peak_334
chromosome_1	5799325	5800363	1039	5800055	220	2.23528	24.84735	peak_335
chromosome_1	5801959	5804990	3032	5804638	243	2.46269	33.18703	peak_336
chromosome_1	5805584	5807869	2286	5807015	180	1.67684	9.62815	peak_337
chromosome_1	5809386	5809909	524	5809433	141	1.22814	1.62361	peak_338
chromosome_1	5810474	5812696	2223	5811110	197	1.80469	13.16015	peak_339
chromosome_1	5813334	5815992	2659	5813607	237	2.35991	29.83134	peak_340
chromosome_1	5821404	5822416	1013	5822002	269	2.61591	40.87007	peak_341
chromosome_1	5822677	5824550	1874	5824187	225	2.00589	19.80297	peak_342
chromosome_1	5825727	5826233	507	5825978	149	1.51716	5.61037	peak_343
chromosome_1	5828833	5830079	1247	5829647	220	2.14342	22.67104	peak_344
chromosome_1	5830649	5832486	1838	5831583	236	2.39711	30.63472	peak_345
chromosome_1	5832722	5833883	1162	5833221	229	2.21568	25.33292	peak_346
chromosome_1	5835533	5836958	1426	5836304	253	2.50389	35.58817	peak_347
chromosome_1	5838462	5848367	9906	5841171	274	2.67969	43.3891	peak_348
chromosome_1	5848689	5849173	485	5848980	144	1.41734	4.01997	peak_349
chromosome_1	5850885	5852078	1194	5851575	232	2.01518	20.61448	peak_350
chromosome_1	5852472	5854272	1801	5853356	229	2.32631	28.04328	peak_351
chromosome_1	5855962	5856200	239	5856100	155	1.57784	6.77895	peak_352
chromosome_1	5858639	5859327	689	5858891	278	2.67474	43.86224	peak_353
chromosome_1	5870015	5870268	254	5870227	151	1.25071	1.97968	peak_354
chromosome_1	5870606	5871263	658	5871077	183	1.55174	7.38661	peak_355
chromosome_1	5872050	5882264	10215	5877284	348	3.52992	82.64413	peak_356
chromosome_1	5882665	5883614	950	5883399	189	1.92173	15.07278	peak_357
chromosome_1	5883910	5903148	19239	5890363	281	2.85226	49.31977	peak_358
chromosome_1	5903386	5905919	2534	5903863	189	1.9063	14.75987	peak_359
chromosome_1	5906167	5909312	3146	5908636	260	2.63986	40.18163	peak_360
chromosome_1	5909619	5937852	28234	5920834	372	3.77267	95.93195	peak_361
chromosome_1	5938095	5942801	4707	5939563	301	3.05455	58.63382	peak_362
chromosome_1	5943271	5944658	1388	5944188	222	2.00024	19.41628	peak_363
chromosome_1	5946365	5947298	934	5947083	179	1.75945	11.16886	peak_364
