Chr	Start	End	Length	Abs_summit	Pileup	Fold_enrichment	Pvalue	Name
chromosome_1	477888	480713	2826	480618	50.09	1.26946	0.0	peak_58j
chromosome_1	481008	481602	595	481120	54.33	1.53156	0.457835	peak_59a
chromosome_1	481008	481602	595	481533	52.21	1.26693	0.0	peak_59b
chromosome_1	481796	483069	1274	481891	53.62	1.51203	0.370154	peak_60a
chromosome_1	481796	483069	1274	482178	55.03	1.55109	0.479285	peak_60b
chromosome_1	481796	483069	1274	482421	47.98	1.35578	0.0322985	peak_60c
chromosome_1	481796	483069	1274	482696	60.68	1.70734	0.798527	peak_60d
chromosome_1	496861	497121	261	496996	59.27	1.25068	0.0	peak_61
chromosome_1	497306	497526	221	497338	61.38	1.24522	0.0	peak_62
chromosome_1	500192	500502	311	500220	65.62	1.28109	0.0322985	peak_63a
chromosome_1	500192	500502	311	500428	67.03	1.34604	0.185774	peak_63b
chromosome_1	516454	517188	735	516525	49.39	1.39484	0.170141	peak_64a
chromosome_1	516454	517188	735	516650	50.09	1.34459	0.0999776	peak_64b
chromosome_1	516454	517188	735	516940	52.92	1.4925	0.283806	peak_64c
chromosome_1	517411	517718	308	517498	47.27	1.28373	0.0	peak_65
chromosome_1	658431	658628	198	658567	55.03	1.3741	0.185774	peak_66
chromosome_1	670795	670948	154	670840	55.03	1.38408	0.185774	peak_67
chromosome_1	862236	862577	342	862303	60.68	1.42518	0.283806	peak_68a
chromosome_1	862236	862577	342	862544	56.44	1.33552	0.0999776	peak_68b
chromosome_1	901611	902440	830	901681	58.56	1.50175	0.457835	peak_69a
chromosome_1	901611	902440	830	901875	57.15	1.56477	0.570883	peak_69b
chromosome_1	901611	902440	830	902123	45.16	1.27766	0.0	peak_69c
chromosome_1	901611	902440	830	902339	52.21	1.26693	0.0	peak_69d
chromosome_1	902670	902816	147	902697	46.57	1.28558	0.0	peak_70
chromosome_1	917190	917531	342	917453	45.16	1.27766	0.0	peak_71
chromosome_1	918198	918492	295	918260	47.98	1.35578	0.0322985	peak_72
chromosome_1	924836	925158	323	924927	50.09	1.41438	0.185774	peak_73a
chromosome_1	924836	925158	323	925078	48.68	1.37531	0.0999776	peak_73b
chromosome_1	926879	927047	169	926949	50.8	1.43391	0.185774	peak_74
chromosome_1	928000	928200	201	928070	50.09	1.41438	0.185774	peak_75
chromosome_1	931899	932118	220	932065	46.57	1.31672	0.0205677	peak_76
chromosome_1	932640	932968	329	932724	49.39	1.39484	0.170141	peak_77
chromosome_1	945233	945472	240	945324	50.09	1.41438	0.185774	peak_78
chromosome_1	951051	951370	320	951129	47.98	1.35578	0.0322985	peak_79
chromosome_1	957784	957999	216	957944	56.44	1.41431	0.263606	peak_80
chromosome_1	958227	958450	224	958312	62.09	1.54768	0.584904	peak_81
chromosome_1	962047	962280	234	962079	47.27	1.30465	0.0205677	peak_82
chromosome_1	962609	963018	410	962686	49.39	1.39227	0.170141	peak_83a
chromosome_1	962609	963018	410	962773	47.27	1.33108	0.0322985	peak_83b
chromosome_1	962609	963018	410	962944	51.51	1.43502	0.248241	peak_83c
chromosome_1	963257	963513	257	963299	48.68	1.33641	0.0322985	peak_84a
chromosome_1	963257	963513	257	963457	53.62	1.46289	0.283806	peak_84b
chromosome_1	1096136	1096540	405	1096230	47.27	1.33625	0.0322985	peak_85a
chromosome_1	1096136	1096540	405	1096440	50.8	1.43391	0.185774	peak_85b
chromosome_1	1107242	1107530	289	1107285	47.98	1.35578	0.0322985	peak_86a
chromosome_1	1107242	1107530	289	1107483	50.8	1.43391	0.185774	peak_86b
chromosome_1	1113135	1113434	300	1113316	47.27	1.33625	0.0322985	peak_87
chromosome_1	1124507	1124653	147	1124539	45.16	1.27766	0.0	peak_88
chromosome_1	1139025	1139241	217	1139153	54.33	1.53156	0.457835	peak_89
chromosome_1	1141539	1141709	171	1141572	45.16	1.27766	0.0	peak_90
chromosome_1	1143004	1143357	354	1143270	51.51	1.45344	0.263606	peak_91
chromosome_1	1156326	1156576	251	1156486	45.16	1.27766	0.0	peak_92
chromosome_1	1169133	1169678	546	1169354	45.16	1.27766	0.0	peak_93a
chromosome_1	1169133	1169678	546	1169402	45.16	1.27766	0.0	peak_93b
chromosome_1	1176689	1176970	282	1176835	45.16	1.27766	0.0	peak_94
chromosome_1	1188130	1188476	347	1188380	45.86	1.29719	0.0	peak_95
chromosome_1	1204871	1205038	168	1204945	49.39	1.39484	0.170141	peak_96
chromosome_1	1206617	1206824	208	1206716	47.98	1.35578	0.0322985	peak_97
chromosome_1	1208036	1208222	187	1208051	47.27	1.33625	0.0322985	peak_98
chromosome_1	1210703	1210851	149	1210791	50.8	1.43391	0.185774	peak_99
chromosome_1	1213473	1213707	235	1213538	46.57	1.31672	0.0205677	peak_100
chromosome_1	1215605	1215783	179	1215728	47.27	1.33625	0.0322985	peak_101
chromosome_1	1289192	1289590	399	1289222	49.39	1.26908	0.0	peak_102a
chromosome_1	1289192	1289590	399	1289423	50.8	1.295	0.0205677	peak_102b
chromosome_1	1386018	1386397	380	1386133	63.5	1.53847	0.570883	peak_103
chromosome_1	1424476	1424725	250	1424602	57.15	1.46022	0.352143	peak_104
chromosome_1	1479966	1480169	204	1480083	61.38	1.36104	0.185774	peak_105
chromosome_1	1500344	1500590	247	1500422	57.15	1.23723	0.0	peak_106a
chromosome_1	1500344	1500590	247	1500503	55.74	1.26086	0.0	peak_106b
chromosome_1	1519222	1519389	168	1519292	55.03	1.24853	0.0	peak_107
chromosome_1	1638635	1638817	183	1638731	55.74	1.41847	0.231305	peak_108
chromosome_1	2028509	2028797	289	2028537	50.09	1.25797	0.0	peak_109
chromosome_1	2061788	2061948	161	2061852	56.44	1.31397	0.0529977	peak_110
chromosome_1	2102840	2103005	166	2102929	57.86	1.27947	0.0205677	peak_111
chromosome_1	2236374	2236705	332	2236413	59.97	1.32548	0.0932871	peak_112a
chromosome_1	2236374	2236705	332	2236593	57.15	1.40573	0.263606	peak_112b
chromosome_1	2248556	2248807	252	2248589	51.51	1.263	0.0	peak_113
chromosome_1	2370891	2371087	197	2370915	49.39	1.27521	0.0	peak_114
chromosome_1	2371696	2372659	964	2371918	49.39	1.39484	0.170141	peak_115a
chromosome_1	2371696	2372659	964	2372084	50.09	1.26484	0.0	peak_115b
chromosome_1	2371696	2372659	964	2372289	47.27	1.33625	0.0322985	peak_115c
chromosome_1	2371696	2372659	964	2372471	57.86	1.62922	0.586256	peak_115d
chromosome_1	2372957	2373677	721	2373081	51.51	1.45344	0.263606	peak_116a
chromosome_1	2372957	2373677	721	2373307	50.8	1.42202	0.185774	peak_116b
chromosome_1	2372957	2373677	721	2373548	57.15	1.59056	0.586256	peak_116c
chromosome_1	2373841	2374045	205	2373900	46.57	1.29847	0.0105828	peak_117
chromosome_1	2374299	2374637	339	2374389	51.51	1.40179	0.185774	peak_118
chromosome_1	2375603	2375787	185	2375698	48.68	1.36281	0.0999776	peak_119
chromosome_1	2376472	2376682	211	2376636	55.03	1.46718	0.352143	peak_120
chromosome_1	2378055	2378401	347	2378131	53.62	1.46984	0.283806	peak_121a
chromosome_1	2378055	2378401	347	2378387	49.39	1.32962	0.0322985	peak_121b
chromosome_1	2379016	2379442	427	2379075	55.03	1.35746	0.170141	peak_122
chromosome_1	2379723	2379941	219	2379776	47.98	1.29089	0.0	peak_123
chromosome_1	2390524	2390736	213	2390656	50.09	1.41438	0.185774	peak_124
chromosome_1	2395283	2395502	220	2395484	50.09	1.41438	0.185774	peak_125
chromosome_1	2396528	2396817	290	2396561	45.16	1.27766	0.0	peak_126
chromosome_1	2400939	2401154	216	2401043	54.33	1.38319	0.185774	peak_127
chromosome_1	2401562	2402454	893	2401634	57.86	1.40132	0.185774	peak_128a
chromosome_1	2401562	2402454	893	2401738	52.92	1.43664	0.230495	peak_128b
chromosome_1	2401562	2402454	893	2401950	55.74	1.516	0.432853	peak_128c
chromosome_1	2401562	2402454	893	2402105	47.98	1.31018	0.0205677	peak_128d
chromosome_1	2403285	2404020	736	2403575	49.39	1.36131	0.0999776	peak_129a
chromosome_1	2403285	2404020	736	2403737	52.92	1.4925	0.283806	peak_129b
chromosome_1	2404623	2405532	910	2404740	47.98	1.35548	0.0322985	peak_130a
chromosome_1	2404623	2405532	910	2405133	57.15	1.53026	0.479285	peak_130b
chromosome_1	2404623	2405532	910	2405456	51.51	1.38172	0.170141	peak_130c
chromosome_1	2408111	2408554	444	2408159	48.68	1.28362	0.0	peak_131a
chromosome_1	2408111	2408554	444	2408333	52.21	1.38794	0.185774	peak_131b
chromosome_1	2408111	2408554	444	2408511	52.21	1.40083	0.185774	peak_131c
chromosome_1	2408710	2409529	820	2408775	47.98	1.29189	0.0	peak_132a
chromosome_1	2408710	2409529	820	2408988	47.98	1.29894	0.0	peak_132b
chromosome_1	2408710	2409529	820	2409144	51.51	1.39631	0.185774	peak_132c
chromosome_1	2408710	2409529	820	2409453	57.15	1.45375	0.319253	peak_132d
chromosome_1	2411563	2411721	159	2411591	52.21	1.25338	0.0	peak_133
chromosome_1	2415939	2416410	472	2415987	45.86	1.29719	0.0	peak_134a
chromosome_1	2415939	2416410	472	2416314	50.09	1.41438	0.185774	peak_134b
chromosome_1	2416606	2417211	606	2416671	46.57	1.31672	0.0205677	peak_135a
chromosome_1	2416606	2417211	606	2417084	57.15	1.54039	0.479285	peak_135b
chromosome_1	2426895	2427322	428	2426996	56.44	1.52111	0.457835	peak_136
chromosome_1	2427770	2428057	288	2427874	57.86	1.47139	0.319253	peak_137
chromosome_1	2428522	2428755	234	2428590	52.92	1.40098	0.185774	peak_138
chromosome_1	2430959	2431173	215	2430992	50.09	1.25843	0.0	peak_139
chromosome_1	2448442	2448658	217	2448630	57.15	1.41829	0.274451	peak_140
chromosome_1	2450309	2450557	249	2450339	47.27	1.27032	0.0	peak_141
chromosome_1	2451375	2451615	241	2451444	55.03	1.48144	0.370154	peak_142
chromosome_1	2453306	2454981	1676	2453418	47.27	1.30465	0.0205677	peak_143a
chromosome_1	2453306	2454981	1676	2453608	58.56	1.6417	0.681741	peak_143b
chromosome_1	2453306	2454981	1676	2453875	45.16	1.26707	0.0	peak_143c
chromosome_1	2453306	2454981	1676	2453932	46.57	1.30528	0.0205677	peak_143d
chromosome_1	2453306	2454981	1676	2454203	50.09	1.3987	0.185774	peak_143e
chromosome_1	2453306	2454981	1676	2454447	55.03	1.5247	0.479285	peak_143f
chromosome_1	2453306	2454981	1676	2454804	58.56	1.56739	0.570883	peak_143g
chromosome_1	2455181	2455381	201	2455285	58.56	1.56437	0.568884	peak_144
chromosome_1	2459454	2459606	153	2459522	60.68	1.40176	0.259149	peak_145
chromosome_1	2472255	2472500	246	2472416	52.92	1.37989	0.167101	peak_146
chromosome_1	2473731	2474077	347	2473897	47.27	1.33625	0.0322985	peak_147
chromosome_1	2474284	2475623	1340	2474347	45.16	1.27766	0.0	peak_148a
chromosome_1	2474284	2475623	1340	2474618	50.8	1.43391	0.185774	peak_148b
chromosome_1	2474284	2475623	1340	2474839	61.38	1.71949	0.873993	peak_148c
chromosome_1	2474284	2475623	1340	2475073	50.09	1.38093	0.170141	peak_148d
chromosome_1	2474284	2475623	1340	2475340	47.27	1.33625	0.0322985	peak_148e
chromosome_1	2474284	2475623	1340	2475445	47.98	1.35578	0.0322985	peak_148f
chromosome_1	2475899	2476472	574	2476010	56.44	1.59015	0.570883	peak_149a
chromosome_1	2475899	2476472	574	2476142	52.92	1.4925	0.283806	peak_149b
chromosome_1	2475899	2476472	574	2476375	47.27	1.33625	0.0322985	peak_149c
chromosome_1	2477172	2477465	294	2477227	48.68	1.37531	0.0999776	peak_150
chromosome_1	2483311	2483724	414	2483560	45.16	1.27766	0.0	peak_151
chromosome_1	2499770	2500314	545	2499935	47.27	1.33625	0.0322985	peak_152a
chromosome_1	2499770	2500314	545	2500160	50.8	1.43391	0.185774	peak_152b
chromosome_1	2501272	2501575	304	2501512	55.03	1.51441	0.457835	peak_153
chromosome_1	2502928	2503221	294	2502976	46.57	1.31672	0.0205677	peak_154a
chromosome_1	2502928	2503221	294	2503208	46.57	1.31672	0.0205677	peak_154b
chromosome_1	2522034	2522221	188	2522108	58.56	1.64875	0.681741	peak_155
chromosome_1	2526251	2526667	417	2526582	48.68	1.37531	0.0999776	peak_156
chromosome_1	2527096	2527256	161	2527129	47.98	1.31795	0.0205677	peak_157
chromosome_1	2537807	2538264	458	2537947	55.03	1.40083	0.231305	peak_158a
chromosome_1	2537807	2538264	458	2538181	50.09	1.27736	0.0205677	peak_158b
chromosome_1	2541677	2542491	815	2541947	58.56	1.58642	0.586256	peak_159a
chromosome_1	2541677	2542491	815	2542283	65.62	1.77644	0.873993	peak_159b
chromosome_1	2560675	2563290	2616	2560941	52.92	1.38248	0.170141	peak_160a
chromosome_1	2560675	2563290	2616	2561217	48.68	1.29543	0.0130445	peak_160b
chromosome_1	2560675	2563290	2616	2561259	52.92	1.40635	0.185774	peak_160c
chromosome_1	2560675	2563290	2616	2561427	59.97	1.5965	0.586256	peak_160d
chromosome_1	2560675	2563290	2616	2561608	53.62	1.43521	0.263606	peak_160e
chromosome_1	2560675	2563290	2616	2561858	57.86	1.57627	0.556533	peak_160f
chromosome_1	2560675	2563290	2616	2562129	48.68	1.30745	0.0205677	peak_160g
chromosome_1	2560675	2563290	2616	2562493	64.21	1.67193	0.835095	peak_160h
chromosome_1	2560675	2563290	2616	2562919	47.27	1.30465	0.0205677	peak_160i
chromosome_1	2560675	2563290	2616	2563140	52.92	1.4572	0.263606	peak_160j
chromosome_1	2563497	2564121	625	2563533	46.57	1.2907	0.0	peak_161a
chromosome_1	2563497	2564121	625	2563596	46.57	1.28251	0.0	peak_161b
chromosome_1	2563497	2564121	625	2563745	59.27	1.60773	0.629593	peak_161c
chromosome_1	2563497	2564121	625	2563918	51.51	1.28062	0.0105828	peak_161d
chromosome_1	2563497	2564121	625	2564041	51.51	1.34629	0.0999776	peak_161e
chromosome_1	2573986	2574451	466	2574037	45.86	1.29719	0.0	peak_162a
chromosome_1	2573986	2574451	466	2574211	50.09	1.41438	0.185774	peak_162b
chromosome_1	2573986	2574451	466	2574363	46.57	1.31672	0.0205677	peak_162c
chromosome_1	2612622	2612788	167	2612650	45.16	1.27766	0.0	peak_163
chromosome_1	2614092	2614471	380	2614160	50.09	1.37818	0.170141	peak_164
chromosome_1	2616781	2617038	258	2616813	47.27	1.30465	0.0205677	peak_165
chromosome_1	2621785	2622039	255	2621967	50.8	1.43391	0.185774	peak_166
chromosome_1	2622283	2622506	224	2622388	50.8	1.4	0.170141	peak_167
chromosome_1	2623394	2623776	383	2623460	55.03	1.55109	0.479285	peak_168a
chromosome_1	2623394	2623776	383	2623684	51.51	1.45344	0.263606	peak_168b
chromosome_1	2623966	2624257	292	2624127	50.8	1.43391	0.185774	peak_169
chromosome_1	2624468	2624671	204	2624546	46.57	1.31672	0.0205677	peak_170
chromosome_1	2625548	2625828	281	2625598	50.09	1.41438	0.185774	peak_171
chromosome_1	2627552	2628043	492	2627643	50.09	1.41438	0.185774	peak_172
chromosome_1	2636005	2636204	200	2636100	62.79	1.75129	0.873993	peak_173
chromosome_1	2638638	2638959	322	2638880	45.86	1.29719	0.0	peak_174
chromosome_1	2653169	2653383	215	2653241	46.57	1.31672	0.0205677	peak_175
chromosome_1	2659996	2660327	332	2660075	53.62	1.4583	0.283806	peak_176a
chromosome_1	2659996	2660327	332	2660166	52.21	1.36438	0.170141	peak_176b
chromosome_1	2660496	2660683	188	2660570	53.62	1.51203	0.370154	peak_177
chromosome_1	2660944	2661131	188	2661030	45.86	1.29719	0.0	peak_178
chromosome_1	2661485	2661918	434	2661517	45.16	1.27766	0.0	peak_179a
chromosome_1	2661485	2661918	434	2661823	47.98	1.35578	0.0322985	peak_179b
chromosome_1	2664106	2664733	628	2664232	47.98	1.35578	0.0322985	peak_180a
chromosome_1	2664106	2664733	628	2664430	53.62	1.51203	0.370154	peak_180b
chromosome_1	2664106	2664733	628	2664661	51.51	1.45344	0.263606	peak_180c
chromosome_1	2665074	2665294	221	2665235	52.21	1.36438	0.170141	peak_181
chromosome_1	2665593	2665909	317	2665658	48.68	1.36999	0.0999776	peak_182a
chromosome_1	2665593	2665909	317	2665848	47.98	1.34726	0.0322985	peak_182b
chromosome_1	2666740	2667320	581	2666769	55.03	1.24518	0.0	peak_183a
chromosome_1	2666740	2667320	581	2666987	50.8	1.3282	0.0322985	peak_183b
chromosome_1	2666740	2667320	581	2667293	49.39	1.37717	0.159069	peak_183c
chromosome_1	2668882	2669254	373	2668968	62.79	1.67362	0.771055	peak_184
chromosome_1	2684792	2685044	253	2684840	49.39	1.29202	0.0205677	peak_185
chromosome_1	2685200	2685515	316	2685379	55.03	1.55109	0.479285	peak_186
chromosome_1	2685681	2685849	169	2685767	53.62	1.51203	0.370154	peak_187
chromosome_1	2686422	2686824	403	2686656	62.09	1.7051	0.873993	peak_188
chromosome_1	2693086	2693346	261	2693219	50.8	1.4163	0.185774	peak_189
chromosome_1	2694614	2694966	353	2694875	46.57	1.31376	0.0205677	peak_190
chromosome_1	2697513	2697767	255	2697603	52.21	1.45489	0.283806	peak_191
chromosome_1	2698786	2699456	671	2698976	52.92	1.44513	0.263606	peak_192a
chromosome_1	2698786	2699456	671	2699319	49.39	1.39484	0.170141	peak_192b
chromosome_1	2701323	2701585	263	2701502	49.39	1.39484	0.170141	peak_193
chromosome_1	2702410	2702621	212	2702517	61.38	1.72687	0.873993	peak_194
chromosome_1	2735774	2736180	407	2736034	46.57	1.31672	0.0205677	peak_195
chromosome_1	2737366	2737787	422	2737550	52.92	1.4925	0.283806	peak_196
chromosome_1	2739965	2740208	244	2740026	45.86	1.29719	0.0	peak_197
chromosome_1	2745102	2745805	704	2745147	45.86	1.29719	0.0	peak_198a
chromosome_1	2745102	2745805	704	2745428	51.51	1.45344	0.263606	peak_198b
chromosome_1	2745102	2745805	704	2745692	53.62	1.51203	0.370154	peak_198c
chromosome_1	2747001	2748834	1834	2747254	55.74	1.49313	0.370154	peak_199a
chromosome_1	2747001	2748834	1834	2747555	52.92	1.4925	0.283806	peak_199b
chromosome_1	2747001	2748834	1834	2747923	51.51	1.45344	0.263606	peak_199c
chromosome_1	2747001	2748834	1834	2748154	53.62	1.51203	0.370154	peak_199d
chromosome_1	2747001	2748834	1834	2748388	55.03	1.55109	0.479285	peak_199e
chromosome_1	2747001	2748834	1834	2748588	55.74	1.53348	0.457835	peak_199f
chromosome_1	2749237	2749596	360	2749386	45.16	1.27766	0.0	peak_200
chromosome_1	2752950	2753234	285	2753201	52.92	1.4925	0.283806	peak_201
chromosome_1	2754185	2754382	198	2754234	45.16	1.27766	0.0	peak_202
chromosome_1	2755376	2756156	781	2755494	52.92	1.4925	0.283806	peak_203a
chromosome_1	2755376	2756156	781	2755708	47.27	1.33625	0.0322985	peak_203b
chromosome_1	2755376	2756156	781	2755870	52.92	1.41886	0.185774	peak_203c
chromosome_1	2755376	2756156	781	2756093	53.62	1.51203	0.370154	peak_203d
chromosome_1	2756486	2756983	498	2756525	47.27	1.33625	0.0322985	peak_204a
chromosome_1	2756486	2756983	498	2756757	50.8	1.43391	0.185774	peak_204b
chromosome_1	2760994	2761153	160	2761022	50.09	1.32562	0.0538305	peak_205
chromosome_1	2761306	2761734	429	2761378	52.21	1.36853	0.170141	peak_206a
chromosome_1	2761306	2761734	429	2761590	55.03	1.40083	0.231305	peak_206b
chromosome_1	2761940	2762583	644	2762225	54.33	1.38475	0.185774	peak_207a
chromosome_1	2761940	2762583	644	2762509	57.86	1.47794	0.352143	peak_207b
chromosome_1	2784241	2784937	697	2784304	47.27	1.33625	0.0322985	peak_208a
chromosome_1	2784241	2784937	697	2784501	45.16	1.27766	0.0	peak_208b
chromosome_1	2784241	2784937	697	2784663	57.15	1.60968	0.586256	peak_208c
chromosome_1	2784241	2784937	697	2784840	50.09	1.34459	0.0999776	peak_208d
chromosome_1	2797243	2797791	549	2797574	62.79	1.74425	0.873993	peak_209
chromosome_1	2798638	2799310	673	2798729	47.27	1.27032	0.0	peak_210a
chromosome_1	2798638	2799310	673	2798902	45.16	1.26707	0.0	peak_210b
chromosome_1	2798638	2799310	673	2799134	45.16	1.26707	0.0	peak_210c
chromosome_1	2798638	2799310	673	2799223	47.98	1.33378	0.0322985	peak_210d
chromosome_1	2799927	2800287	361	2800098	56.44	1.47293	0.352143	peak_211
chromosome_1	2800586	2800775	190	2800671	45.16	1.27766	0.0	peak_212
chromosome_1	2801417	2802779	1363	2801890	60.68	1.46851	0.370154	peak_213a
chromosome_1	2801417	2802779	1363	2802174	52.92	1.31504	0.0322985	peak_213b
chromosome_1	2801417	2802779	1363	2802483	46.57	1.31672	0.0205677	peak_213c
chromosome_1	2801417	2802779	1363	2802638	54.33	1.53156	0.457835	peak_213d
