Chr	Start	End	Length	Abs_summit	Pileup	Fold_enrichment	Pvalue	Name
chromosome_1	2797292	2798791	1500	2797920	57.87	1.69443	0.267403	peak_89c
chromosome_1	2797292	2798791	1500	2798564	48.11	1.3274	0.0	peak_89d
chromosome_1	2799949	2800291	343	2800081	56.57	1.47606	0.0	peak_90
chromosome_1	2801531	2802845	1315	2801740	55.92	1.63828	0.146137	peak_91a
chromosome_1	2801531	2802845	1315	2802153	53.97	1.58214	0.0231072	peak_91b
chromosome_1	2801531	2802845	1315	2802585	59.82	1.48335	0.0	peak_91c
chromosome_1	2804950	2805303	354	2805040	57.87	1.63519	0.210342	peak_92a
chromosome_1	2804950	2805303	354	2805200	52.67	1.54471	0.0	peak_92b
chromosome_1	2805479	2805868	390	2805541	47.46	1.39499	0.0	peak_93a
chromosome_1	2805479	2805868	390	2805665	47.46	1.39499	0.0	peak_93b
chromosome_1	2806360	2806610	251	2806392	44.21	1.30141	0.0	peak_94
chromosome_1	2810433	2810655	223	2810541	56.57	1.25144	0.0	peak_95
chromosome_1	2812163	2812417	255	2812316	52.67	1.54471	0.0	peak_96
chromosome_1	2828296	2828641	346	2828330	50.06	1.30935	0.0	peak_97a
chromosome_1	2828296	2828641	346	2828456	46.16	1.27469	0.0	peak_97b
chromosome_1	2829332	2830067	736	2829508	46.16	1.35755	0.0	peak_98a
chromosome_1	2829332	2830067	736	2829765	45.51	1.33884	0.0	peak_98b
chromosome_1	2833214	2833552	339	2833341	46.81	1.37627	0.0	peak_99a
chromosome_1	2833214	2833552	339	2833432	47.46	1.38468	0.0	peak_99b
chromosome_1	2833850	2834099	250	2833898	48.11	1.4137	0.0	peak_100
chromosome_1	2838782	2839104	323	2838903	44.86	1.32012	0.0	peak_101a
chromosome_1	2838782	2839104	323	2839002	44.21	1.30141	0.0	peak_101b
chromosome_1	2843026	2843252	227	2843101	45.51	1.33884	0.0	peak_102
chromosome_1	2844586	2844749	164	2844677	55.27	1.61957	0.146137	peak_103
chromosome_1	2845093	2845326	234	2845224	50.71	1.48856	0.0	peak_104
chromosome_1	2852128	2852377	250	2852155	46.81	1.37627	0.0	peak_105
chromosome_1	2852660	2853021	362	2852773	48.11	1.4137	0.0	peak_106
chromosome_1	2853427	2853630	204	2853525	46.81	1.37627	0.0	peak_107
chromosome_1	2853936	2854094	159	2854006	52.02	1.52298	0.0	peak_108
chromosome_1	2854371	2854807	437	2854441	48.11	1.4137	0.0	peak_109a
chromosome_1	2854371	2854807	437	2854538	48.11	1.4137	0.0	peak_109b
chromosome_1	2860326	2860627	302	2860551	51.36	1.37802	0.0	peak_110
chromosome_1	2863383	2863759	377	2863495	44.21	1.27727	0.0	peak_111
chromosome_1	2864098	2864658	561	2864252	49.41	1.45113	0.0	peak_112a
chromosome_1	2864098	2864658	561	2864564	57.87	1.69443	0.267403	peak_112b
chromosome_1	2874516	2874662	147	2874587	47.46	1.39499	0.0	peak_113
chromosome_1	2878969	2879179	211	2879137	48.11	1.4137	0.0	peak_114
chromosome_1	2909730	2909921	192	2909844	47.46	1.34126	0.0	peak_115
chromosome_1	2911399	2911605	207	2911530	53.97	1.58214	0.0231072	peak_116
chromosome_1	2911988	2912585	598	2912029	46.16	1.35755	0.0	peak_117a
chromosome_1	2911988	2912585	598	2912322	62.42	1.81195	0.707242	peak_117b
chromosome_1	2913984	2914159	176	2914078	48.11	1.4137	0.0	peak_118
chromosome_1	2915995	2916221	227	2916149	50.71	1.48856	0.0	peak_119
chromosome_1	2917943	2918510	568	2918032	53.97	1.58214	0.0231072	peak_120a
chromosome_1	2917943	2918510	568	2918455	49.41	1.45113	0.0	peak_120b
chromosome_1	2919420	2919708	289	2919477	46.16	1.27925	0.0	peak_121
chromosome_1	2954315	2954570	256	2954346	50.06	1.46985	0.0	peak_122a
chromosome_1	2954315	2954570	256	2954497	47.46	1.34622	0.0	peak_122b
chromosome_1	2954739	2954971	233	2954830	44.21	1.30141	0.0	peak_123
chromosome_1	2975812	2976207	396	2975885	46.16	1.35755	0.0	peak_124a
chromosome_1	2975812	2976207	396	2976044	44.86	1.32012	0.0	peak_124b
chromosome_1	2977232	2977554	323	2977351	49.41	1.45113	0.0	peak_125a
chromosome_1	2977232	2977554	323	2977443	47.46	1.39499	0.0	peak_125b
chromosome_1	2980525	2980729	205	2980583	48.11	1.4137	0.0	peak_126
chromosome_1	2980889	2981050	162	2980971	59.82	1.75057	0.403166	peak_127
chromosome_1	2982168	2982774	607	2982253	50.71	1.48856	0.0	peak_128a
chromosome_1	2982168	2982774	607	2982538	44.86	1.32012	0.0	peak_128b
chromosome_1	2988597	2988790	194	2988704	60.47	1.76929	0.531998	peak_129
chromosome_1	2989154	2989373	220	2989328	48.76	1.43242	0.0	peak_130
chromosome_1	2989701	2989960	260	2989773	48.76	1.43242	0.0	peak_131
chromosome_1	3008663	3008853	191	3008765	50.06	1.46985	0.0	peak_132
chromosome_1	3018288	3018506	219	3018325	44.21	1.30141	0.0	peak_133
chromosome_1	3030916	3031203	288	3031099	50.71	1.48856	0.0	peak_134
chromosome_1	3366747	3367038	292	3366963	50.06	1.38341	0.0	peak_135
chromosome_1	3569272	3569567	296	3569323	46.16	1.35755	0.0	peak_136a
chromosome_1	3569272	3569567	296	3569486	47.46	1.39499	0.0	peak_136b
chromosome_1	3591458	3591604	147	3591501	48.11	1.4137	0.0	peak_137
chromosome_1	3592368	3592597	230	3592474	53.97	1.58214	0.0231072	peak_138
chromosome_1	3598377	3598688	312	3598426	46.16	1.35755	0.0	peak_139
chromosome_1	3600186	3600332	147	3600275	46.16	1.35755	0.0	peak_140
chromosome_1	4098358	4098600	243	4098448	50.06	1.35905	0.0	peak_141
chromosome_1	4364669	4364847	179	4364748	54.62	1.60085	0.122922	peak_142
chromosome_1	4366063	4366333	271	4366121	48.76	1.43242	0.0	peak_143a
chromosome_1	4366063	4366333	271	4366252	48.11	1.4137	0.0	peak_143b
chromosome_1	4389161	4389573	413	4389267	47.46	1.39499	0.0	peak_144a
chromosome_1	4389161	4389573	413	4389482	44.21	1.30141	0.0	peak_144b
chromosome_1	4624823	4624994	172	4624901	44.21	1.30141	0.0	peak_145
chromosome_1	4825463	4825636	174	4825569	51.36	1.50728	0.0	peak_146
chromosome_1	4825809	4826480	672	4825839	48.11	1.4137	0.0	peak_147a
chromosome_1	4825809	4826480	672	4826136	46.16	1.35755	0.0	peak_147b
chromosome_1	4825809	4826480	672	4826391	53.97	1.58214	0.0231072	peak_147c
chromosome_1	5029552	5029702	151	5029656	61.12	1.78448	0.56274	peak_148
chromosome_1	5045435	5045788	354	5045614	46.16	1.34753	0.0	peak_149
chromosome_1	5060186	5060340	155	5060251	52.67	1.44295	0.0	peak_150
chromosome_1	5063491	5063703	213	5063631	49.41	1.43494	0.0	peak_151
chromosome_1	5066193	5066843	651	5066354	47.46	1.39499	0.0	peak_152a
chromosome_1	5066193	5066843	651	5066597	44.21	1.29179	0.0	peak_152b
chromosome_1	5066193	5066843	651	5066714	45.51	1.33884	0.0	peak_152c
chromosome_1	5068524	5068770	247	5068618	50.71	1.48856	0.0	peak_153
chromosome_1	5069729	5070043	315	5069839	48.11	1.40326	0.0	peak_154
chromosome_1	5149880	5150095	216	5149933	48.11	1.25933	0.0	peak_155
chromosome_1	5181143	5181333	191	5181324	50.71	1.43652	0.0	peak_156
chromosome_1	5204497	5204673	177	5204599	47.46	1.39499	0.0	peak_157
chromosome_1	5205595	5205753	159	5205673	53.32	1.49712	0.0	peak_158
chromosome_1	5205933	5206148	216	5206005	53.32	1.3927	0.0	peak_159
chromosome_1	5211157	5211490	334	5211267	49.41	1.43674	0.0	peak_160
chromosome_1	5212667	5213050	384	5212800	45.51	1.28206	0.0	peak_161
chromosome_1	5214044	5214358	315	5214171	55.92	1.62955	0.146137	peak_162
chromosome_1	5215016	5215605	590	5215179	56.57	1.59907	0.146137	peak_163a
chromosome_1	5215016	5215605	590	5215420	44.21	1.30141	0.0	peak_163b
chromosome_1	5215016	5215605	590	5215508	44.21	1.30141	0.0	peak_163c
chromosome_1	5216465	5217620	1156	5216856	49.41	1.4119	0.0	peak_164a
chromosome_1	5216465	5217620	1156	5217341	59.82	1.67974	0.279455	peak_164b
chromosome_1	5218044	5218588	545	5218222	51.36	1.38715	0.0	peak_165a
chromosome_1	5218044	5218588	545	5218437	59.17	1.6095	0.248239	peak_165b
chromosome_1	5226977	5227148	172	5227054	53.97	1.55086	0.0211277	peak_166
chromosome_1	5227753	5228350	598	5227989	46.16	1.35755	0.0	peak_167a
chromosome_1	5227753	5228350	598	5228246	52.67	1.54471	0.0	peak_167b
chromosome_1	5229048	5229399	352	5229138	50.06	1.46985	0.0	peak_168
chromosome_1	5250167	5250359	193	5250265	47.46	1.39499	0.0	peak_169
chromosome_1	5543013	5543332	320	5543154	44.21	1.30141	0.0	peak_170a
chromosome_1	5543013	5543332	320	5543255	44.21	1.30141	0.0	peak_170b
chromosome_1	5563796	5564024	229	5563949	62.42	1.34932	0.0	peak_171
chromosome_1	5566393	5566547	155	5566464	45.51	1.33884	0.0	peak_172a
chromosome_1	5566393	5566547	155	5566534	46.16	1.35755	0.0	peak_172b
chromosome_1	5578427	5578753	327	5578493	48.11	1.4137	0.0	peak_173a
chromosome_1	5578427	5578753	327	5578722	48.76	1.43242	0.0	peak_173b
chromosome_1	5674968	5675141	174	5675039	76.07	1.45419	0.0657593	peak_174
chromosome_1	5675410	5675814	405	5675473	64.37	1.3282	0.0	peak_175
chromosome_1	5700771	5701108	338	5700857	49.41	1.32516	0.0	peak_176a
chromosome_1	5700771	5701108	338	5701078	52.67	1.45041	0.0	peak_176b
chromosome_1	5708762	5709651	890	5708865	55.27	1.56294	0.0858987	peak_177a
chromosome_1	5708762	5709651	890	5709037	49.41	1.45113	0.0	peak_177b
chromosome_1	5708762	5709651	890	5709375	53.97	1.58214	0.0231072	peak_177c
chromosome_1	5710778	5711197	420	5710886	52.02	1.52599	0.0	peak_178
chromosome_1	5711806	5711952	147	5711836	44.86	1.32012	0.0	peak_179
chromosome_1	5728370	5728533	164	5728464	46.16	1.35755	0.0	peak_180
chromosome_1	5789734	5789881	148	5789804	50.06	1.46985	0.0	peak_181
chromosome_1	5790734	5791148	415	5790906	54.62	1.60085	0.122922	peak_182
chromosome_1	5791535	5792259	725	5791582	48.76	1.43242	0.0	peak_183a
chromosome_1	5791535	5792259	725	5791765	48.11	1.4137	0.0	peak_183b
chromosome_1	5791535	5792259	725	5792127	61.77	1.5692	0.146137	peak_183c
chromosome_1	5796443	5796638	196	5796490	48.76	1.30958	0.0	peak_184a
chromosome_1	5796443	5796638	196	5796555	48.76	1.30958	0.0	peak_184b
chromosome_1	5797692	5798307	616	5797892	47.46	1.39499	0.0	peak_185a
chromosome_1	5797692	5798307	616	5798132	53.32	1.56342	0.0231072	peak_185b
chromosome_1	5800267	5800449	183	5800370	50.06	1.46985	0.0	peak_186
chromosome_1	5801193	5801562	370	5801263	50.71	1.48856	0.0	peak_187
chromosome_1	5804626	5804828	203	5804722	50.06	1.46985	0.0	peak_188
chromosome_1	5806201	5806698	498	5806350	44.21	1.30141	0.0	peak_189a
chromosome_1	5806201	5806698	498	5806424	47.46	1.39499	0.0	peak_189b
chromosome_1	5806201	5806698	498	5806679	47.46	1.39499	0.0	peak_189c
chromosome_1	5808434	5808784	351	5808540	54.62	1.54488	0.0231072	peak_190a
chromosome_1	5808434	5808784	351	5808708	48.76	1.43242	0.0	peak_190b
chromosome_1	5809065	5809340	276	5809099	46.16	1.35755	0.0	peak_191
chromosome_1	5809734	5810232	499	5809820	44.86	1.32012	0.0	peak_192a
chromosome_1	5809734	5810232	499	5810000	44.86	1.32012	0.0	peak_192b
chromosome_1	5809734	5810232	499	5810146	49.41	1.45113	0.0	peak_192c
chromosome_1	5823242	5823661	420	5823317	51.36	1.50728	0.0	peak_193
chromosome_1	5824277	5824770	494	5824317	46.16	1.35755	0.0	peak_194a
chromosome_1	5824277	5824770	494	5824549	46.81	1.37627	0.0	peak_194b
chromosome_1	5825000	5825190	191	5825072	47.46	1.39499	0.0	peak_195
chromosome_1	5832902	5833066	165	5832998	50.71	1.48856	0.0	peak_196
chromosome_1	5835007	5835201	195	5835117	56.57	1.59318	0.146137	peak_197
chromosome_1	5838294	5838620	327	5838454	44.21	1.30141	0.0	peak_198a
chromosome_1	5838294	5838620	327	5838521	49.41	1.45113	0.0	peak_198b
chromosome_1	5840127	5840694	568	5840197	48.11	1.4137	0.0	peak_199a
chromosome_1	5840127	5840694	568	5840384	44.86	1.32012	0.0	peak_199b
chromosome_1	5840127	5840694	568	5840588	58.52	1.71314	0.368104	peak_199c
chromosome_1	5842223	5842615	393	5842360	44.86	1.32012	0.0	peak_200
chromosome_1	5843014	5843221	208	5843073	44.86	1.32012	0.0	peak_201
chromosome_1	5845813	5846067	255	5845977	48.76	1.43242	0.0	peak_202
chromosome_1	5846592	5846762	171	5846675	53.32	1.56342	0.0231072	peak_203
chromosome_1	5847253	5847437	185	5847347	50.71	1.48856	0.0	peak_204
chromosome_1	5854115	5854362	248	5854245	53.97	1.48025	0.0	peak_205
chromosome_1	5871289	5871487	199	5871362	48.76	1.43242	0.0	peak_206
chromosome_1	5873659	5874057	399	5873737	50.71	1.48856	0.0	peak_207
chromosome_1	5874653	5874983	331	5874687	46.16	1.35755	0.0	peak_208
chromosome_1	5876007	5876180	174	5876090	46.16	1.35755	0.0	peak_209
chromosome_1	5899313	5899635	323	5899385	52.67	1.54471	0.0	peak_210a
chromosome_1	5899313	5899635	323	5899549	46.81	1.37627	0.0	peak_210b
chromosome_1	5903682	5903865	184	5903774	52.02	1.52599	0.0	peak_211
chromosome_1	5906636	5906905	270	5906745	48.76	1.43242	0.0	peak_212
chromosome_1	5912082	5912254	173	5912160	45.51	1.33884	0.0	peak_213
chromosome_1	5920139	5920285	147	5920203	52.02	1.52599	0.0	peak_214
chromosome_1	5921509	5921747	239	5921606	47.46	1.39499	0.0	peak_215
chromosome_1	5929309	5929520	212	5929336	44.21	1.30141	0.0	peak_216
chromosome_1	5947507	5947663	157	5947537	44.21	1.29013	0.0	peak_217
chromosome_1	5960875	5961113	239	5961003	51.36	1.50728	0.0	peak_218
chromosome_1	5962285	5962703	419	5962349	44.21	1.30141	0.0	peak_219a
chromosome_1	5962285	5962703	419	5962534	44.86	1.32012	0.0	peak_219b
chromosome_1	5963680	5963986	307	5963905	51.36	1.50728	0.0	peak_220
chromosome_1	5967631	5967782	152	5967746	47.46	1.39499	0.0	peak_221
chromosome_1	5984122	5984355	234	5984241	55.27	1.45646	0.0	peak_222
chromosome_1	6002205	6002369	165	6002340	49.41	1.45113	0.0	peak_223
chromosome_1	6002713	6003071	359	6002773	48.11	1.4137	0.0	peak_224a
chromosome_1	6002713	6003071	359	6003026	44.21	1.30141	0.0	peak_224b
chromosome_1	6003375	6004013	639	6003482	45.51	1.33884	0.0	peak_225a
chromosome_1	6003375	6004013	639	6003724	50.71	1.48856	0.0	peak_225b
chromosome_1	6003375	6004013	639	6004002	46.81	1.37627	0.0	peak_225c
chromosome_1	6038783	6038955	173	6038875	48.11	1.4137	0.0	peak_226
chromosome_1	6039269	6039773	505	6039477	51.36	1.49171	0.0	peak_227a
chromosome_1	6039269	6039773	505	6039716	59.17	1.43211	0.0	peak_227b
chromosome_1	6055239	6055889	651	6055305	50.71	1.48856	0.0	peak_228a
chromosome_1	6055239	6055889	651	6055633	50.71	1.48856	0.0	peak_228b
chromosome_1	6142732	6143097	366	6142762	47.46	1.35005	0.0	peak_229
chromosome_1	6188014	6188172	159	6188089	50.06	1.45466	0.0	peak_230
chromosome_1	6250244	6250489	246	6250413	46.16	1.35755	0.0	peak_231
chromosome_1	6274711	6274920	210	6274843	48.11	1.4137	0.0	peak_232
chromosome_1	6281372	6281610	239	6281493	46.16	1.35755	0.0	peak_233
chromosome_1	6283283	6283728	446	6283316	48.11	1.4137	0.0	peak_234a
chromosome_1	6283283	6283728	446	6283526	44.21	1.30141	0.0	peak_234b
chromosome_1	6284106	6284277	172	6284183	50.06	1.46985	0.0	peak_235
chromosome_1	6285188	6286096	909	6285260	51.36	1.50728	0.0	peak_236a
chromosome_1	6285188	6286096	909	6285796	53.32	1.50876	0.0	peak_236b
chromosome_1	6285188	6286096	909	6286019	59.17	1.58335	0.146137	peak_236c
chromosome_1	6286726	6288032	1307	6286911	52.02	1.47264	0.0	peak_237a
chromosome_1	6286726	6288032	1307	6287251	59.17	1.50418	0.0231072	peak_237b
chromosome_1	6286726	6288032	1307	6287507	58.52	1.71314	0.368104	peak_237c
chromosome_1	6286726	6288032	1307	6287917	50.71	1.48856	0.0	peak_237d
chromosome_1	6289326	6289818	493	6289396	49.41	1.30997	0.0	peak_238a
chromosome_1	6289326	6289818	493	6289656	44.86	1.32012	0.0	peak_238b
chromosome_1	6289326	6289818	493	6289735	48.11	1.4137	0.0	peak_238c
chromosome_1	6290026	6290299	274	6290085	44.21	1.30141	0.0	peak_239
chromosome_1	6290660	6290812	153	6290731	50.06	1.46985	0.0	peak_240
chromosome_1	6301438	6301878	441	6301466	44.21	1.30141	0.0	peak_241a
chromosome_1	6301438	6301878	441	6301788	52.02	1.52599	0.0	peak_241b
chromosome_1	6302564	6303041	478	6302850	51.36	1.50728	0.0	peak_242
chromosome_1	6303231	6303442	212	6303278	47.46	1.39499	0.0	peak_243
chromosome_1	6304266	6304659	394	6304480	44.86	1.32012	0.0	peak_244
chromosome_1	6326251	6326546	296	6326294	45.51	1.33884	0.0	peak_245
chromosome_1	6415007	6415311	305	6415072	70.22	1.36962	0.0	peak_246
chromosome_1	6669903	6670077	175	6669999	48.11	1.4137	0.0	peak_247
chromosome_1	6670623	6670790	168	6670732	47.46	1.35226	0.0	peak_248
chromosome_1	6676884	6677057	174	6676950	59.82	1.41436	0.0	peak_249
chromosome_1	6762695	6762913	219	6762833	50.06	1.27337	0.0	peak_250
chromosome_1	6982631	6983071	441	6982687	44.21	1.30141	0.0	peak_251a
chromosome_1	6982631	6983071	441	6982825	44.21	1.30141	0.0	peak_251b
chromosome_1	6988781	6988974	194	6988819	59.82	1.38925	0.0	peak_252
chromosome_1	7024412	7024559	148	7024483	52.02	1.52599	0.0	peak_253
chromosome_1	7031920	7032244	325	7031960	44.86	1.32012	0.0	peak_254a
chromosome_1	7031920	7032244	325	7032086	44.21	1.30141	0.0	peak_254b
chromosome_1	7031920	7032244	325	7032091	44.21	1.30141	0.0	peak_254c
chromosome_1	7040664	7040872	209	7040711	44.21	1.30141	0.0	peak_255
chromosome_1	7050947	7051126	180	7051085	49.41	1.45113	0.0	peak_256
chromosome_1	7092854	7093031	178	7092942	49.41	1.45113	0.0	peak_257
chromosome_1	7100934	7101125	192	7100949	49.41	1.45113	0.0	peak_258
chromosome_1	7102280	7102692	413	7102356	44.86	1.32012	0.0	peak_259a
chromosome_1	7102280	7102692	413	7102606	52.67	1.54471	0.0	peak_259b
chromosome_1	7118144	7118396	253	7118173	44.21	1.30141	0.0	peak_260
chromosome_1	7159829	7160005	177	7159922	46.81	1.37627	0.0	peak_261
chromosome_1	7702242	7702474	233	7702425	48.76	1.34336	0.0	peak_262
chromosome_1	7812100	7812265	166	7812203	61.12	1.38039	0.0	peak_263
